GEOID,median_income,total_commuters,commute_30_34min,commute_35_39min,commute_40_44min,commute_45_59min,commute_60_89min,commute_90plus_min,workers_16plus,workers_no_vehicle,commute_mode_total,transit_commuters,disability_pop,medicaid_total,medicaid_below_poverty,medicaid_above_poverty,median_gross_rent,rent_burden_35_39pct,rent_burden_40_49pct,rent_burden_50plus_pct,rent_burden_not_computed,total_population,school_enrollment_public,educational_attainment_base,total_households,households_no_vehicle,pct_transit_commuters,pct_no_vehicle,pct_rent_burdened_severe,hourly_wage_estimate,disability_actual,school_age_pop_5_17,elderly_65plus,single_parent_hh
39049005900,53148.0,974.0,85.0,0.0,38.0,21.0,38.0,12.0,1054.0,147.0,1054.0,38.0,2363.0,2363.0,306.0,292.0,1286.0,92.0,74.0,15.0,181.0,2363.0,560.0,1410.0,944.0,209.0,0.0361,0.1395,0.0159,25.55,494.0,458.0,239.0,216.0
39049006000,49933.0,976.0,145.0,6.0,23.0,43.0,8.0,12.0,1143.0,67.0,1143.0,20.0,2056.0,2056.0,137.0,167.0,1296.0,35.0,11.0,114.0,77.0,2056.0,450.0,1491.0,883.0,92.0,0.0175,0.0586,0.1291,24.01,259.0,288.0,195.0,161.0
39049006100,55945.0,1053.0,90.0,0.0,0.0,10.0,47.0,0.0,1126.0,74.0,1136.0,18.0,2601.0,2601.0,127.0,136.0,1137.0,80.0,63.0,105.0,165.0,2601.0,346.0,1671.0,1147.0,197.0,0.0158,0.0657,0.0915,26.9,574.0,313.0,281.0,144.0
39049006236,208606.0,2343.0,535.0,36.0,39.0,55.0,7.0,11.0,3083.0,0.0,3083.0,0.0,6255.0,6255.0,0.0,21.0,,0.0,0.0,0.0,0.0,6255.0,2069.0,3791.0,1923.0,0.0,0.0,0.0,0.0,100.29,235.0,1610.0,892.0,55.0
39049006237,103470.0,2420.0,179.0,145.0,215.0,193.0,15.0,127.0,3907.0,424.0,3907.0,0.0,7119.0,7119.0,236.0,110.0,1577.0,141.0,37.0,124.0,159.0,7183.0,1833.0,4799.0,3148.0,390.0,0.0,0.1085,0.0394,49.75,627.0,1543.0,909.0,245.0
39049006238,107976.0,760.0,104.0,8.0,112.0,11.0,4.0,13.0,1050.0,36.0,1050.0,0.0,1946.0,1946.0,84.0,30.0,1853.0,47.0,8.0,10.0,58.0,1946.0,559.0,1356.0,838.0,26.0,0.0,0.0343,0.0119,51.91,141.0,396.0,334.0,119.0
39049006239,100066.0,2566.0,228.0,26.0,91.0,57.0,14.0,99.0,3471.0,0.0,3473.0,0.0,6377.0,6377.0,62.0,91.0,1714.0,128.0,263.0,51.0,255.0,6377.0,1453.0,4599.0,2863.0,0.0,0.0,0.0,0.0178,48.11,366.0,1247.0,698.0,169.0
39049006240,95482.0,2830.0,626.0,112.0,253.0,103.0,91.0,0.0,3672.0,43.0,3672.0,0.0,5209.0,5209.0,241.0,76.0,1941.0,79.0,21.0,15.0,103.0,5223.0,804.0,3836.0,2583.0,60.0,0.0,0.0117,0.0058,45.9,360.0,409.0,542.0,72.0
39049006241,108008.0,3663.0,267.0,34.0,125.0,79.0,61.0,0.0,4669.0,100.0,4669.0,0.0,9716.0,9716.0,93.0,24.0,1465.0,348.0,51.0,183.0,266.0,9716.0,2110.0,6487.0,4016.0,231.0,0.0,0.0214,0.0456,51.93,664.0,1274.0,1327.0,209.0
39049006301,99583.0,1014.0,186.0,35.0,30.0,35.0,12.0,12.0,1306.0,18.0,1306.0,0.0,2710.0,2710.0,118.0,115.0,1361.0,39.0,20.0,31.0,303.0,2710.0,636.0,2151.0,1320.0,45.0,0.0,0.0138,0.0235,47.88,234.0,429.0,607.0,104.0
39049006302,81548.0,1320.0,258.0,16.0,22.0,39.0,18.0,8.0,2388.0,19.0,2405.0,4.0,4801.0,4801.0,512.0,207.0,1667.0,203.0,90.0,79.0,272.0,4914.0,1052.0,3253.0,2052.0,65.0,0.0017,0.008,0.0385,39.21,447.0,840.0,603.0,466.0
39049006310,209762.0,1365.0,87.0,0.0,9.0,33.0,16.0,0.0,1968.0,0.0,1968.0,4.0,4289.0,4289.0,23.0,22.0,1571.0,0.0,0.0,0.0,0.0,4289.0,1231.0,2890.0,1528.0,0.0,0.002,0.0,0.0,100.85,336.0,1024.0,916.0,29.0
39049006321,171853.0,1577.0,93.0,6.0,10.0,21.0,65.0,16.0,2126.0,0.0,2126.0,8.0,4204.0,4204.0,17.0,55.0,1775.0,0.0,10.0,20.0,42.0,4298.0,1284.0,2933.0,1595.0,41.0,0.0038,0.0,0.0125,82.62,333.0,1095.0,859.0,134.0
39049006323,131667.0,1409.0,164.0,7.0,0.0,29.0,11.0,11.0,1791.0,15.0,1791.0,11.0,3644.0,3644.0,28.0,57.0,1515.0,0.0,15.0,12.0,77.0,3644.0,797.0,2677.0,1586.0,24.0,0.0061,0.0084,0.0076,63.3,228.0,647.0,866.0,68.0
39049006330,161563.0,1875.0,240.0,124.0,0.0,51.0,0.0,15.0,2591.0,30.0,2591.0,0.0,4590.0,4590.0,90.0,68.0,2037.0,0.0,0.0,0.0,47.0,4616.0,1130.0,3326.0,1993.0,15.0,0.0,0.0116,0.0,77.67,219.0,784.0,716.0,77.0
39049006340,118958.0,1499.0,107.0,33.0,7.0,29.0,46.0,25.0,1954.0,142.0,1954.0,0.0,3508.0,3508.0,8.0,15.0,1415.0,8.0,11.0,10.0,33.0,3508.0,797.0,2587.0,1571.0,142.0,0.0,0.0727,0.0064,57.19,244.0,611.0,714.0,50.0
39049006351,61806.0,1779.0,99.0,24.0,0.0,7.0,82.0,18.0,2128.0,18.0,2134.0,6.0,4217.0,4217.0,353.0,123.0,1162.0,56.0,13.0,138.0,179.0,4217.0,736.0,3233.0,2041.0,73.0,0.0028,0.0085,0.0676,29.71,678.0,478.0,967.0,83.0
39049006352,64590.0,2291.0,290.0,46.0,0.0,57.0,42.0,0.0,2714.0,142.0,2714.0,139.0,3520.0,3520.0,37.0,115.0,1331.0,197.0,137.0,190.0,159.0,3520.0,760.0,2537.0,1982.0,98.0,0.0512,0.0523,0.0959,31.05,306.0,134.0,126.0,0.0
39049006353,51306.0,2515.0,365.0,59.0,8.0,69.0,38.0,11.0,2883.0,177.0,2883.0,17.0,5043.0,5043.0,274.0,205.0,1157.0,248.0,145.0,89.0,256.0,5043.0,1017.0,3866.0,2876.0,301.0,0.0059,0.0614,0.0309,24.67,615.0,483.0,579.0,144.0
39049006372,61347.0,2636.0,510.0,16.0,149.0,32.0,14.0,11.0,3635.0,45.0,3635.0,20.0,7126.0,7126.0,720.0,517.0,1467.0,307.0,92.0,125.0,715.0,7214.0,1975.0,4634.0,3105.0,123.0,0.0055,0.0124,0.0403,29.49,507.0,1493.0,800.0,420.0
39049006384,103511.0,2838.0,443.0,112.0,287.0,48.0,0.0,0.0,3577.0,170.0,3577.0,0.0,6070.0,6070.0,47.0,133.0,1488.0,110.0,109.0,53.0,223.0,6070.0,1414.0,4185.0,2573.0,154.0,0.0,0.0475,0.0206,49.76,627.0,975.0,727.0,197.0
39049006386,77917.0,2507.0,298.0,28.0,81.0,30.0,50.0,130.0,3339.0,312.0,3339.0,0.0,5384.0,5384.0,180.0,174.0,1750.0,67.0,103.0,118.0,545.0,5461.0,920.0,4360.0,2941.0,406.0,0.0,0.0934,0.0401,37.46,475.0,632.0,790.0,203.0
39049006387,86159.0,2294.0,380.0,31.0,79.0,49.0,22.0,14.0,3077.0,23.0,3077.0,0.0,6209.0,6209.0,152.0,129.0,1614.0,104.0,114.0,84.0,293.0,6209.0,1237.0,4615.0,2939.0,260.0,0.0,0.0075,0.0286,41.42,735.0,797.0,1059.0,277.0
39049006391,198182.0,2019.0,183.0,57.0,23.0,27.0,52.0,8.0,2645.0,8.0,2645.0,11.0,5420.0,5420.0,12.0,48.0,1361.0,26.0,0.0,0.0,0.0,5420.0,1739.0,3469.0,1768.0,8.0,0.0042,0.003,0.0,95.28,257.0,1394.0,718.0,60.0
39049006392,169107.0,1351.0,102.0,21.0,0.0,20.0,25.0,0.0,2125.0,0.0,2125.0,13.0,4445.0,4445.0,18.0,47.0,1609.0,0.0,0.0,0.0,0.0,4445.0,1125.0,3059.0,1609.0,0.0,0.0061,0.0,0.0,81.3,473.0,835.0,970.0,69.0
39049006393,112339.0,1979.0,259.0,59.0,0.0,74.0,17.0,2.0,2872.0,0.0,2873.0,0.0,5574.0,5574.0,244.0,65.0,1304.0,16.0,14.0,32.0,44.0,5574.0,1430.0,3821.0,2098.0,128.0,0.0,0.0,0.0153,54.01,623.0,1122.0,898.0,133.0
39049006394,94155.0,1298.0,342.0,30.0,0.0,78.0,28.0,30.0,1613.0,0.0,1613.0,0.0,2705.0,2705.0,38.0,12.0,1348.0,13.0,37.0,0.0,0.0,2719.0,487.0,2133.0,1251.0,13.0,0.0,0.0,0.0,45.27,195.0,309.0,419.0,55.0
39049006395,74488.0,2294.0,233.0,49.0,12.0,16.0,77.0,46.0,2682.0,0.0,2682.0,26.0,3881.0,3881.0,163.0,105.0,1407.0,32.0,20.0,48.0,383.0,3881.0,548.0,2911.0,2115.0,23.0,0.0097,0.0,0.0227,35.81,338.0,289.0,327.0,49.0
39049006396,86185.0,2373.0,161.0,0.0,40.0,228.0,31.0,0.0,3074.0,159.0,3077.0,72.0,5318.0,5318.0,152.0,171.0,1418.0,162.0,9.0,206.0,187.0,5414.0,1264.0,4193.0,2607.0,221.0,0.0234,0.0517,0.079,41.44,658.0,816.0,1161.0,199.0
39049006397,67619.0,3108.0,492.0,141.0,21.0,67.0,0.0,0.0,3773.0,186.0,3773.0,34.0,6536.0,6536.0,484.0,277.0,1515.0,385.0,74.0,82.0,535.0,6536.0,1851.0,4102.0,2642.0,95.0,0.009,0.0493,0.031,32.51,867.0,1511.0,490.0,475.0
39049006398,169318.0,1346.0,144.0,79.0,135.0,70.0,7.0,12.0,1750.0,60.0,1750.0,0.0,3622.0,3622.0,10.0,12.0,1852.0,40.0,0.0,34.0,29.0,3622.0,1136.0,2443.0,1296.0,77.0,0.0,0.0343,0.0262,81.4,217.0,919.0,559.0,118.0
39049006410,152419.0,1105.0,159.0,19.0,2.0,0.0,103.0,0.0,1525.0,0.0,1525.0,0.0,3182.0,3182.0,48.0,31.0,1565.0,26.0,17.0,0.0,12.0,3182.0,872.0,2086.0,1182.0,0.0,0.0,0.0,0.0,73.28,117.0,688.0,373.0,35.0
39049006430,126926.0,1806.0,188.0,13.0,0.0,17.0,31.0,0.0,2559.0,188.0,2559.0,11.0,5141.0,5141.0,196.0,167.0,1612.0,64.0,21.0,146.0,163.0,5141.0,1570.0,3391.0,2029.0,138.0,0.0043,0.0735,0.072,61.02,387.0,1154.0,772.0,142.0
39049006500,179063.0,1082.0,97.0,16.0,19.0,16.0,10.0,5.0,1605.0,20.0,1605.0,6.0,3842.0,3842.0,0.0,36.0,1392.0,7.0,0.0,10.0,1.0,3842.0,1355.0,2350.0,1288.0,18.0,0.0037,0.0125,0.0078,86.09,152.0,1143.0,474.0,32.0
39049006600,238162.0,1631.0,117.0,15.0,22.0,10.0,27.0,10.0,2052.0,0.0,2052.0,10.0,3828.0,3828.0,37.0,46.0,1415.0,104.0,37.0,0.0,78.0,3971.0,1067.0,2767.0,1567.0,41.0,0.0049,0.0,0.0,114.5,314.0,818.0,790.0,38.0
39049006710,102021.0,1052.0,46.0,0.0,0.0,16.0,17.0,0.0,1349.0,6.0,1349.0,0.0,2886.0,2886.0,55.0,39.0,1181.0,55.0,48.0,36.0,51.0,2886.0,558.0,2234.0,1285.0,58.0,0.0,0.0044,0.028,49.05,255.0,447.0,657.0,47.0
39049006721,154500.0,1444.0,193.0,14.0,41.0,27.0,88.0,37.0,1902.0,6.0,1902.0,0.0,4010.0,4010.0,1.0,14.0,1212.0,24.0,22.0,75.0,7.0,4064.0,1121.0,2683.0,1608.0,20.0,0.0,0.0032,0.0466,74.28,185.0,958.0,851.0,11.0
39049006722,97708.0,1038.0,74.0,0.0,43.0,20.0,11.0,0.0,1392.0,22.0,1392.0,0.0,2755.0,2755.0,100.0,63.0,1139.0,0.0,6.0,63.0,52.0,2949.0,625.0,2099.0,1203.0,27.0,0.0,0.0158,0.0524,46.98,224.0,397.0,731.0,130.0
39049006810,125446.0,1070.0,110.0,21.0,123.0,49.0,26.0,3.0,1359.0,6.0,1359.0,0.0,2528.0,2528.0,16.0,15.0,1632.0,6.0,26.0,5.0,2.0,2528.0,697.0,1755.0,1075.0,11.0,0.0,0.0044,0.0047,60.31,182.0,542.0,459.0,126.0
39049006821,42898.0,1221.0,156.0,83.0,52.0,20.0,14.0,0.0,1798.0,9.0,1798.0,0.0,3623.0,3623.0,183.0,276.0,972.0,182.0,110.0,51.0,436.0,3701.0,760.0,2832.0,2064.0,417.0,0.0,0.005,0.0247,20.62,591.0,398.0,740.0,103.0
39049006822,93155.0,900.0,31.0,5.0,12.0,15.0,0.0,8.0,1149.0,0.0,1150.0,0.0,2121.0,2121.0,12.0,92.0,1233.0,6.0,12.0,20.0,23.0,2121.0,253.0,1741.0,987.0,12.0,0.0,0.0,0.0203,44.79,186.0,220.0,507.0,36.0
39049006910,197143.0,631.0,48.0,0.0,2.0,4.0,0.0,0.0,817.0,0.0,817.0,0.0,1765.0,1765.0,17.0,14.0,983.0,3.0,0.0,11.0,2.0,1768.0,530.0,1153.0,634.0,7.0,0.0,0.0,0.0174,94.78,91.0,419.0,270.0,29.0
39049006921,55747.0,1553.0,160.0,51.0,20.0,29.0,43.0,29.0,1840.0,18.0,1858.0,118.0,3311.0,3311.0,89.0,100.0,1130.0,53.0,8.0,126.0,252.0,3330.0,541.0,2274.0,1569.0,107.0,0.0635,0.0098,0.0803,26.8,431.0,469.0,407.0,157.0
39049006923,103094.0,1755.0,366.0,55.0,6.0,0.0,83.0,35.0,2103.0,98.0,2116.0,88.0,4466.0,4466.0,390.0,236.0,1080.0,0.0,34.0,0.0,118.0,4466.0,875.0,3067.0,1503.0,163.0,0.0416,0.0466,0.0,49.56,780.0,720.0,610.0,234.0
39049006924,61232.0,1873.0,322.0,0.0,1.0,14.0,45.0,92.0,2210.0,177.0,2210.0,101.0,4109.0,4109.0,203.0,313.0,987.0,101.0,93.0,129.0,134.0,4109.0,965.0,3126.0,1863.0,179.0,0.0457,0.0801,0.0692,29.44,427.0,594.0,472.0,165.0
39049006931,65334.0,2740.0,692.0,39.0,17.0,48.0,27.0,0.0,3143.0,82.0,3143.0,36.0,6966.0,6966.0,507.0,312.0,1234.0,228.0,14.0,60.0,300.0,7104.0,2090.0,4862.0,2697.0,144.0,0.0115,0.0261,0.0222,31.41,691.0,1318.0,667.0,703.0
39049006932,70893.0,3096.0,504.0,56.0,0.0,0.0,17.0,0.0,3618.0,114.0,3628.0,0.0,7317.0,7317.0,785.0,610.0,1144.0,109.0,0.0,108.0,244.0,7317.0,2229.0,4555.0,2558.0,80.0,0.0,0.0315,0.0422,34.08,981.0,1736.0,791.0,346.0
39049006933,40576.0,1935.0,161.0,133.0,64.0,0.0,58.0,14.0,2134.0,338.0,2134.0,32.0,6501.0,6501.0,1007.0,985.0,1050.0,16.0,203.0,214.0,440.0,6501.0,2221.0,3568.0,2247.0,493.0,0.015,0.1584,0.0952,19.51,644.0,1437.0,477.0,293.0
39049006943,63059.0,1650.0,316.0,26.0,0.0,50.0,9.0,10.0,2035.0,6.0,2036.0,8.0,4742.0,4742.0,608.0,302.0,1144.0,65.0,37.0,21.0,105.0,4742.0,1304.0,3054.0,1921.0,31.0,0.0039,0.0029,0.0109,30.32,797.0,1079.0,701.0,382.0
39049006944,71779.0,1761.0,302.0,60.0,11.0,108.0,15.0,32.0,2081.0,21.0,2081.0,9.0,4584.0,4584.0,228.0,185.0,1204.0,57.0,0.0,14.0,51.0,4584.0,809.0,3524.0,1962.0,31.0,0.0043,0.0101,0.0071,34.51,804.0,626.0,1147.0,27.0
39049006945,46515.0,2508.0,509.0,109.0,32.0,0.0,86.0,22.0,2778.0,184.0,2778.0,35.0,7026.0,7026.0,768.0,484.0,1215.0,195.0,45.0,289.0,488.0,7026.0,1451.0,4053.0,2528.0,352.0,0.0126,0.0662,0.1143,22.36,771.0,1172.0,458.0,315.0
39049006950,137118.0,1010.0,98.0,5.0,0.0,6.0,61.0,15.0,1297.0,0.0,1297.0,0.0,2631.0,2631.0,0.0,24.0,2477.0,0.0,0.0,0.0,10.0,2631.0,354.0,2243.0,1187.0,9.0,0.0,0.0,0.0,65.92,239.0,270.0,1008.0,17.0
39049006991,152964.0,1572.0,77.0,19.0,68.0,18.0,48.0,9.0,2257.0,29.0,2257.0,0.0,4416.0,4416.0,63.0,55.0,1718.0,38.0,9.0,0.0,22.0,4416.0,884.0,3185.0,1823.0,50.0,0.0,0.0128,0.0,73.54,283.0,611.0,959.0,33.0
39049006992,50367.0,1758.0,258.0,26.0,19.0,24.0,21.0,0.0,2021.0,151.0,2021.0,0.0,4128.0,4128.0,399.0,301.0,1182.0,103.0,202.0,80.0,476.0,4128.0,1199.0,2450.0,1992.0,177.0,0.0,0.0747,0.0402,24.21,376.0,799.0,174.0,450.0
39049007010,93188.0,1628.0,121.0,8.0,36.0,95.0,0.0,19.0,1603.0,24.0,2108.0,19.0,4270.0,4270.0,130.0,121.0,1041.0,90.0,22.0,45.0,55.0,4270.0,2224.0,2051.0,1154.0,52.0,0.009,0.015,0.039,44.8,592.0,493.0,432.0,57.0
39049007020,88347.0,2671.0,363.0,82.0,13.0,38.0,29.0,24.0,3484.0,112.0,3484.0,29.0,6510.0,6510.0,27.0,122.0,1220.0,166.0,96.0,89.0,44.0,6580.0,1445.0,4757.0,2810.0,127.0,0.0083,0.0321,0.0317,42.47,395.0,939.0,1217.0,159.0
39049007041,81969.0,1096.0,115.0,59.0,1.0,0.0,41.0,18.0,1296.0,0.0,1340.0,0.0,2186.0,2186.0,47.0,57.0,1438.0,52.0,17.0,10.0,144.0,2217.0,373.0,1577.0,1025.0,43.0,0.0,0.0,0.0098,39.41,202.0,281.0,412.0,55.0
39049007043,74492.0,2863.0,349.0,0.0,0.0,87.0,49.0,19.0,3742.0,212.0,3744.0,0.0,6059.0,6059.0,250.0,105.0,1567.0,238.0,193.0,82.0,583.0,6059.0,1517.0,4050.0,2992.0,148.0,0.0,0.0567,0.0274,35.81,694.0,1072.0,408.0,328.0
39049007044,95204.0,1998.0,85.0,47.0,26.0,89.0,5.0,24.0,3719.0,63.0,3719.0,0.0,5681.0,5681.0,140.0,118.0,1473.0,190.0,363.0,112.0,255.0,5791.0,769.0,4236.0,2904.0,59.0,0.0,0.0169,0.0386,45.77,453.0,470.0,683.0,129.0
39049007047,93828.0,1768.0,200.0,41.0,19.0,56.0,0.0,0.0,2258.0,33.0,2258.0,0.0,4090.0,4090.0,51.0,133.0,1369.0,177.0,26.0,45.0,162.0,4090.0,866.0,3075.0,1745.0,45.0,0.0,0.0146,0.0258,45.11,488.0,525.0,377.0,224.0
39049007048,102475.0,2568.0,179.0,61.0,49.0,15.0,8.0,33.0,3562.0,0.0,3562.0,0.0,5936.0,5936.0,155.0,91.0,1752.0,0.0,32.0,57.0,221.0,5936.0,1571.0,4063.0,2219.0,14.0,0.0,0.0,0.0257,49.27,732.0,1106.0,449.0,222.0
39049007101,95500.0,1213.0,59.0,16.0,9.0,54.0,0.0,0.0,1430.0,0.0,1431.0,1.0,2799.0,2799.0,57.0,115.0,1480.0,73.0,7.0,48.0,137.0,2882.0,764.0,1985.0,1130.0,23.0,0.0007,0.0,0.0425,45.91,204.0,570.0,475.0,184.0
39049007102,118750.0,1038.0,99.0,34.0,36.0,62.0,0.0,0.0,1387.0,0.0,1387.0,0.0,3161.0,3161.0,15.0,84.0,1337.0,29.0,41.0,53.0,125.0,3273.0,582.0,2520.0,1359.0,110.0,0.0,0.0,0.039,57.09,609.0,463.0,1159.0,67.0
39049007103,92768.0,2004.0,563.0,0.0,26.0,16.0,22.0,16.0,2263.0,24.0,2268.0,0.0,4074.0,4074.0,77.0,93.0,1637.0,65.0,9.0,61.0,202.0,4074.0,1085.0,2990.0,1703.0,24.0,0.0,0.0106,0.0358,44.6,234.0,753.0,483.0,153.0
39049007112,111800.0,2877.0,303.0,102.0,122.0,14.0,50.0,18.0,3532.0,106.0,3532.0,109.0,6762.0,6762.0,221.0,262.0,1142.0,137.0,86.0,14.0,49.0,6873.0,1916.0,4770.0,2336.0,124.0,0.0309,0.03,0.006,53.75,848.0,1134.0,900.0,362.0
39049007113,75161.0,2441.0,447.0,2.0,0.0,47.0,109.0,0.0,2909.0,21.0,2909.0,0.0,6093.0,6093.0,657.0,417.0,939.0,196.0,47.0,72.0,61.0,6093.0,1789.0,3350.0,1884.0,29.0,0.0,0.0072,0.0382,36.14,334.0,1328.0,481.0,234.0
39049007114,60101.0,2449.0,357.0,26.0,71.0,145.0,0.0,0.0,2897.0,103.0,2897.0,0.0,5568.0,5568.0,817.0,440.0,1400.0,20.0,8.0,191.0,372.0,5592.0,1645.0,3553.0,2268.0,177.0,0.0,0.0356,0.0842,28.89,384.0,1156.0,578.0,290.0
39049007115,58371.0,2446.0,392.0,167.0,39.0,58.0,9.0,13.0,2968.0,186.0,2968.0,57.0,5595.0,5595.0,355.0,213.0,1216.0,166.0,102.0,152.0,384.0,5682.0,1075.0,4125.0,2467.0,272.0,0.0192,0.0627,0.0616,28.06,896.0,902.0,855.0,153.0
39049007120,97216.0,2150.0,209.0,17.0,28.0,19.0,89.0,17.0,2787.0,21.0,2789.0,9.0,4729.0,4729.0,97.0,72.0,1611.0,7.0,43.0,37.0,22.0,4729.0,1142.0,3200.0,1751.0,18.0,0.0032,0.0075,0.0211,46.74,587.0,937.0,455.0,183.0
39049007193,137500.0,2146.0,217.0,20.0,13.0,40.0,10.0,0.0,3184.0,106.0,3184.0,50.0,6436.0,6436.0,76.0,110.0,955.0,61.0,15.0,42.0,16.0,6436.0,1813.0,4518.0,2372.0,128.0,0.0157,0.0333,0.0177,66.11,766.0,1288.0,1383.0,118.0
39049007198,97352.0,1206.0,142.0,58.0,2.0,28.0,3.0,11.0,1542.0,0.0,1542.0,68.0,3041.0,3041.0,151.0,11.0,1241.0,79.0,43.0,6.0,84.0,3041.0,874.0,1966.0,1177.0,0.0,0.0441,0.0,0.0051,46.8,402.0,612.0,374.0,203.0
39049007199,68375.0,3453.0,474.0,14.0,52.0,0.0,38.0,0.0,4022.0,56.0,4022.0,0.0,6923.0,6923.0,250.0,83.0,1198.0,59.0,64.0,84.0,293.0,6923.0,1486.0,4741.0,2992.0,114.0,0.0,0.0139,0.0281,32.87,627.0,1179.0,597.0,407.0
39049007202,75943.0,1808.0,143.0,3.0,19.0,37.0,96.0,0.0,2421.0,17.0,2421.0,18.0,4082.0,4082.0,424.0,158.0,1274.0,132.0,71.0,55.0,283.0,4082.0,896.0,2608.0,1763.0,48.0,0.0074,0.007,0.0312,36.51,288.0,687.0,253.0,259.0
39049007205,89750.0,3299.0,722.0,23.0,48.0,65.0,31.0,123.0,4320.0,35.0,4320.0,0.0,6035.0,6035.0,64.0,16.0,1856.0,41.0,98.0,116.0,142.0,6035.0,802.0,4708.0,3489.0,67.0,0.0,0.0081,0.0332,43.15,682.0,272.0,1208.0,155.0
39049007209,101714.0,4265.0,806.0,52.0,15.0,236.0,123.0,52.0,5681.0,0.0,5681.0,0.0,9262.0,9262.0,108.0,135.0,1746.0,176.0,157.0,116.0,471.0,9370.0,1695.0,6501.0,4417.0,65.0,0.0,0.0,0.0263,48.9,698.0,1087.0,1141.0,286.0
39049007211,244141.0,1387.0,148.0,46.0,19.0,66.0,58.0,6.0,1978.0,0.0,1978.0,0.0,4128.0,4128.0,32.0,44.0,2125.0,0.0,0.0,0.0,62.0,4128.0,1199.0,2655.0,1389.0,49.0,0.0,0.0,0.0,117.38,228.0,1057.0,402.0,98.0
39049007212,193401.0,1816.0,301.0,18.0,22.0,10.0,8.0,10.0,2641.0,21.0,2641.0,10.0,5142.0,5142.0,43.0,145.0,1590.0,55.0,32.0,43.0,94.0,5183.0,1456.0,3545.0,1853.0,83.0,0.0038,0.008,0.0232,92.98,388.0,1072.0,598.0,85.0
39049007213,217802.0,2148.0,417.0,79.0,28.0,63.0,112.0,5.0,2945.0,0.0,2945.0,0.0,5849.0,5849.0,15.0,38.0,2639.0,0.0,0.0,0.0,58.0,5849.0,1756.0,3942.0,1949.0,41.0,0.0,0.0,0.0,104.71,502.0,1529.0,952.0,65.0
39049007214,57717.0,1862.0,176.0,0.0,0.0,0.0,28.0,15.0,2335.0,106.0,2335.0,0.0,3568.0,3568.0,146.0,98.0,1504.0,318.0,58.0,162.0,137.0,3568.0,515.0,2979.0,2112.0,176.0,0.0,0.0454,0.0767,27.75,733.0,221.0,677.0,136.0
39049007215,101607.0,2485.0,328.0,46.0,97.0,58.0,0.0,54.0,3896.0,55.0,3896.0,0.0,6646.0,6646.0,12.0,10.0,1614.0,71.0,23.0,136.0,13.0,6710.0,1023.0,5280.0,3288.0,148.0,0.0,0.0141,0.0414,48.85,545.0,462.0,1273.0,67.0
39049007301,111452.0,3146.0,679.0,194.0,30.0,267.0,80.0,1.0,3625.0,171.0,3625.0,0.0,6451.0,6451.0,80.0,228.0,1305.0,0.0,84.0,0.0,66.0,6451.0,1369.0,4234.0,2364.0,129.0,0.0,0.0472,0.0,53.58,479.0,1182.0,481.0,159.0
39049007302,79459.0,2620.0,759.0,170.0,104.0,191.0,0.0,0.0,2883.0,0.0,2883.0,0.0,4134.0,4134.0,204.0,230.0,1768.0,0.0,14.0,170.0,65.0,4134.0,853.0,3143.0,2074.0,0.0,0.0,0.0,0.082,38.2,477.0,613.0,350.0,134.0
