GEOID,median_income,total_commuters,commute_30_34min,commute_35_39min,commute_40_44min,commute_45_59min,commute_60_89min,commute_90plus_min,workers_16plus,workers_no_vehicle,commute_mode_total,transit_commuters,disability_pop,medicaid_total,medicaid_below_poverty,medicaid_above_poverty,median_gross_rent,rent_burden_35_39pct,rent_burden_40_49pct,rent_burden_50plus_pct,rent_burden_not_computed,total_population,school_enrollment_public,educational_attainment_base,total_households,households_no_vehicle,pct_transit_commuters,pct_no_vehicle,pct_rent_burdened_severe,hourly_wage_estimate,disability_actual,school_age_pop_5_17,elderly_65plus,single_parent_hh
39049007303,85428.0,2569.0,450.0,47.0,95.0,20.0,0.0,0.0,3264.0,0.0,3264.0,0.0,6654.0,6654.0,373.0,131.0,930.0,0.0,47.0,0.0,118.0,6654.0,1708.0,4684.0,2504.0,112.0,0.0,0.0,0.0,41.07,728.0,1293.0,1191.0,297.0
39049007305,86840.0,1910.0,255.0,12.0,17.0,0.0,0.0,21.0,2362.0,67.0,2362.0,0.0,5082.0,5082.0,10.0,39.0,1664.0,32.0,266.0,50.0,139.0,5095.0,1267.0,3742.0,2303.0,174.0,0.0,0.0284,0.0217,41.75,885.0,1019.0,1177.0,207.0
39049007306,195385.0,1188.0,222.0,30.0,50.0,20.0,13.0,13.0,1995.0,0.0,1995.0,0.0,4091.0,4091.0,20.0,33.0,,0.0,11.0,6.0,0.0,4091.0,889.0,3036.0,1514.0,0.0,0.0,0.0,0.004,93.94,245.0,751.0,829.0,31.0
39049007394,204833.0,1258.0,256.0,58.0,40.0,65.0,28.0,11.0,1964.0,33.0,1964.0,0.0,4042.0,4042.0,31.0,41.0,,0.0,0.0,0.0,0.0,4068.0,1136.0,2747.0,1442.0,28.0,0.0,0.0168,0.0,98.48,282.0,790.0,645.0,38.0
39049007397,86354.0,1368.0,221.0,28.0,14.0,0.0,83.0,0.0,1768.0,29.0,1768.0,40.0,3314.0,3314.0,44.0,114.0,1357.0,46.0,14.0,30.0,65.0,3314.0,1051.0,2039.0,1438.0,41.0,0.0226,0.0164,0.0209,41.52,325.0,791.0,247.0,221.0
39049007398,113974.0,3598.0,339.0,407.0,149.0,162.0,0.0,0.0,4494.0,10.0,4494.0,43.0,9447.0,9447.0,187.0,405.0,2038.0,18.0,28.0,54.0,15.0,9447.0,3194.0,5662.0,2757.0,5.0,0.0096,0.0022,0.0196,54.8,663.0,2333.0,1018.0,166.0
39049007424,104190.0,2620.0,201.0,100.0,54.0,0.0,0.0,37.0,3275.0,89.0,3275.0,18.0,7265.0,7265.0,418.0,334.0,1468.0,98.0,21.0,16.0,88.0,7350.0,2252.0,4367.0,2167.0,119.0,0.0055,0.0272,0.0074,50.09,752.0,2015.0,939.0,247.0
39049007425,85104.0,817.0,43.0,0.0,0.0,0.0,7.0,0.0,1162.0,0.0,1162.0,0.0,2256.0,2256.0,11.0,18.0,1338.0,81.0,19.0,74.0,47.0,2305.0,492.0,1760.0,1100.0,12.0,0.0,0.0,0.0673,40.92,324.0,339.0,459.0,97.0
39049007426,110735.0,1870.0,347.0,83.0,20.0,15.0,10.0,53.0,2223.0,67.0,2223.0,0.0,3552.0,3552.0,65.0,61.0,1550.0,56.0,48.0,16.0,82.0,3552.0,670.0,2717.0,1566.0,106.0,0.0,0.0301,0.0102,53.24,212.0,447.0,500.0,200.0
39049007427,104348.0,2445.0,322.0,0.0,86.0,37.0,28.0,49.0,3043.0,26.0,3043.0,16.0,5674.0,5674.0,90.0,32.0,1313.0,78.0,59.0,14.0,93.0,5674.0,1587.0,3851.0,2436.0,132.0,0.0053,0.0085,0.0057,50.17,529.0,894.0,814.0,147.0
39049007492,108214.0,2242.0,194.0,91.0,22.0,27.0,18.0,0.0,3223.0,256.0,3223.0,22.0,6193.0,6193.0,199.0,303.0,1480.0,46.0,21.0,138.0,314.0,6325.0,1397.0,4433.0,2594.0,256.0,0.0068,0.0794,0.0532,52.03,645.0,1212.0,1148.0,250.0
39049007494,112250.0,1657.0,176.0,21.0,30.0,30.0,78.0,12.0,2182.0,26.0,2183.0,0.0,4118.0,4118.0,84.0,86.0,1414.0,11.0,0.0,8.0,17.0,4131.0,1322.0,2643.0,1478.0,14.0,0.0,0.0119,0.0054,53.97,203.0,1018.0,373.0,186.0
39049007511,42141.0,584.0,23.0,0.0,15.0,19.0,31.0,8.0,696.0,25.0,696.0,18.0,2194.0,2194.0,79.0,104.0,1195.0,38.0,12.0,30.0,196.0,2194.0,647.0,1288.0,923.0,59.0,0.0259,0.0359,0.0325,20.26,388.0,620.0,394.0,278.0
39049007512,49935.0,996.0,25.0,75.0,15.0,28.0,2.0,0.0,1650.0,144.0,1653.0,50.0,4669.0,4669.0,294.0,684.0,1219.0,39.0,46.0,67.0,156.0,4669.0,1044.0,2955.0,1695.0,219.0,0.0302,0.0873,0.0395,24.01,821.0,787.0,744.0,414.0
39049007520,39896.0,1170.0,174.0,29.0,0.0,9.0,20.0,0.0,1257.0,74.0,1257.0,30.0,3032.0,3032.0,330.0,347.0,1096.0,52.0,23.0,133.0,178.0,3032.0,586.0,1853.0,1150.0,100.0,0.0239,0.0589,0.1157,19.18,447.0,451.0,271.0,346.0
39049007531,42143.0,1267.0,109.0,97.0,50.0,9.0,40.0,24.0,1440.0,88.0,1440.0,75.0,2580.0,2580.0,184.0,202.0,849.0,73.0,105.0,23.0,105.0,2602.0,477.0,1761.0,1220.0,101.0,0.0521,0.0611,0.0189,20.26,204.0,289.0,276.0,229.0
39049007532,45000.0,1287.0,217.0,114.0,73.0,46.0,30.0,0.0,1400.0,56.0,1400.0,30.0,3193.0,3193.0,534.0,264.0,1122.0,102.0,71.0,178.0,234.0,3208.0,737.0,1889.0,1192.0,67.0,0.0214,0.04,0.1493,21.63,224.0,540.0,60.0,229.0
39049007533,48558.0,677.0,79.0,22.0,0.0,7.0,42.0,11.0,776.0,13.0,776.0,8.0,1856.0,1856.0,124.0,91.0,1127.0,37.0,0.0,11.0,77.0,1856.0,540.0,1192.0,659.0,21.0,0.0103,0.0168,0.0167,23.35,355.0,414.0,183.0,124.0
39049007534,42135.0,1275.0,102.0,22.0,0.0,71.0,45.0,0.0,1444.0,26.0,1444.0,25.0,4142.0,4142.0,578.0,374.0,1010.0,81.0,74.0,188.0,74.0,4142.0,1374.0,2472.0,1411.0,176.0,0.0173,0.018,0.1332,20.26,436.0,1140.0,334.0,194.0
39049007550,79028.0,1062.0,103.0,84.0,50.0,0.0,31.0,3.0,1271.0,0.0,1376.0,3.0,2893.0,2893.0,19.0,105.0,1318.0,155.0,0.0,39.0,127.0,2967.0,812.0,1913.0,1157.0,80.0,0.0022,0.0,0.0337,37.99,444.0,386.0,502.0,47.0
39049007552,66544.0,1364.0,273.0,0.0,0.0,13.0,15.0,34.0,1643.0,78.0,1643.0,0.0,4795.0,4795.0,791.0,319.0,947.0,28.0,91.0,0.0,172.0,4795.0,2162.0,2279.0,1250.0,88.0,0.0,0.0475,0.0,31.99,333.0,1688.0,277.0,336.0
39049007553,49219.0,2277.0,298.0,59.0,109.0,28.0,62.0,0.0,3043.0,291.0,3043.0,8.0,5915.0,5915.0,1008.0,398.0,1395.0,226.0,107.0,281.0,597.0,5915.0,851.0,3448.0,2379.0,309.0,0.0026,0.0956,0.1181,23.66,508.0,1384.0,296.0,387.0
39049007710,48725.0,1569.0,214.0,23.0,76.0,31.0,138.0,0.0,1846.0,133.0,1848.0,221.0,4247.0,4247.0,646.0,303.0,1052.0,89.0,0.0,112.0,159.0,4247.0,945.0,2918.0,1738.0,245.0,0.1196,0.072,0.0644,23.43,856.0,732.0,719.0,329.0
39049007721,44269.0,2613.0,249.0,336.0,86.0,0.0,113.0,0.0,2723.0,143.0,2726.0,285.0,5823.0,5823.0,856.0,778.0,1127.0,80.0,154.0,190.0,328.0,5886.0,1507.0,3426.0,1856.0,190.0,0.1045,0.0525,0.1024,21.28,278.0,1091.0,211.0,346.0
39049007722,62372.0,1793.0,167.0,26.0,55.0,89.0,44.0,12.0,2033.0,89.0,2034.0,93.0,4177.0,4177.0,457.0,127.0,889.0,33.0,0.0,48.0,109.0,4177.0,1296.0,2756.0,1593.0,96.0,0.0457,0.0438,0.0301,29.99,489.0,982.0,584.0,239.0
39049007730,64185.0,1475.0,247.0,36.0,0.0,12.0,150.0,11.0,1910.0,11.0,1910.0,44.0,3252.0,3252.0,248.0,58.0,985.0,12.0,26.0,0.0,177.0,3252.0,674.0,2363.0,1313.0,106.0,0.023,0.0058,0.0,30.86,404.0,597.0,330.0,151.0
39049007740,58516.0,614.0,86.0,11.0,17.0,27.0,20.0,6.0,719.0,18.0,719.0,21.0,1647.0,1647.0,36.0,58.0,832.0,23.0,12.0,19.0,36.0,1653.0,171.0,1385.0,852.0,114.0,0.0292,0.025,0.0223,28.13,376.0,105.0,558.0,20.0
39049007811,72917.0,1556.0,72.0,7.0,19.0,56.0,55.0,34.0,1874.0,39.0,1874.0,32.0,4010.0,4010.0,380.0,171.0,1136.0,17.0,37.0,119.0,190.0,4010.0,926.0,3050.0,1909.0,88.0,0.0171,0.0208,0.0623,35.06,457.0,479.0,713.0,89.0
39049007812,80375.0,2234.0,152.0,0.0,17.0,54.0,38.0,76.0,2681.0,120.0,2681.0,30.0,4525.0,4525.0,146.0,75.0,1719.0,80.0,102.0,167.0,348.0,4747.0,997.0,3211.0,2186.0,233.0,0.0112,0.0448,0.0764,38.64,555.0,290.0,899.0,123.0
39049007820,47847.0,2149.0,171.0,210.0,34.0,160.0,89.0,0.0,2279.0,334.0,2279.0,347.0,4233.0,4233.0,329.0,247.0,1079.0,24.0,68.0,239.0,323.0,4233.0,1548.0,2265.0,1982.0,374.0,0.1523,0.1466,0.1206,23.0,281.0,469.0,116.0,180.0
39049007830,38983.0,1808.0,171.0,0.0,0.0,12.0,71.0,29.0,2026.0,132.0,2026.0,34.0,2743.0,2743.0,0.0,106.0,1241.0,111.0,107.0,184.0,648.0,2752.0,973.0,1912.0,1863.0,127.0,0.0168,0.0652,0.0988,18.74,131.0,55.0,144.0,17.0
39049007922,119792.0,3274.0,524.0,111.0,209.0,90.0,34.0,0.0,4121.0,100.0,4121.0,22.0,6493.0,6493.0,165.0,176.0,1731.0,101.0,36.0,75.0,165.0,6580.0,1622.0,4799.0,2662.0,101.0,0.0053,0.0243,0.0282,57.59,690.0,1080.0,729.0,191.0
39049007931,130634.0,1741.0,289.0,16.0,52.0,62.0,26.0,0.0,2276.0,28.0,2276.0,18.0,4362.0,4362.0,109.0,51.0,1448.0,9.0,9.0,0.0,38.0,4362.0,1056.0,3016.0,1688.0,28.0,0.0079,0.0123,0.0,62.8,433.0,795.0,423.0,92.0
39049007941,98352.0,1567.0,265.0,43.0,0.0,53.0,32.0,0.0,1901.0,0.0,1901.0,0.0,3231.0,3231.0,101.0,19.0,1554.0,58.0,15.0,32.0,239.0,3235.0,641.0,2323.0,1447.0,0.0,0.0,0.0,0.0221,47.28,218.0,435.0,357.0,52.0
39049007955,106875.0,1285.0,174.0,35.0,29.0,15.0,18.0,12.0,1631.0,0.0,1631.0,0.0,2773.0,2773.0,113.0,103.0,2130.0,55.0,0.0,0.0,10.0,2773.0,501.0,2000.0,1088.0,14.0,0.0,0.0,0.0,51.38,529.0,302.0,291.0,168.0
39049007956,105187.0,1719.0,248.0,37.0,33.0,49.0,35.0,18.0,2292.0,15.0,2292.0,0.0,5000.0,5000.0,541.0,184.0,1758.0,29.0,0.0,16.0,0.0,5000.0,1739.0,3236.0,1827.0,26.0,0.0,0.0065,0.0088,50.57,646.0,1343.0,494.0,217.0
39049007957,92378.0,2939.0,441.0,142.0,20.0,199.0,50.0,129.0,3314.0,0.0,3314.0,0.0,5708.0,5708.0,0.0,141.0,1526.0,176.0,0.0,153.0,29.0,5781.0,1222.0,4409.0,2763.0,84.0,0.0,0.0,0.0554,44.41,962.0,828.0,1020.0,446.0
39049007958,147159.0,1383.0,368.0,0.0,28.0,0.0,29.0,67.0,1755.0,0.0,1755.0,25.0,3418.0,3418.0,26.0,39.0,3501.0,5.0,0.0,22.0,86.0,3455.0,728.0,2573.0,1355.0,77.0,0.0142,0.0,0.0162,70.75,242.0,534.0,739.0,28.0
39049007959,92336.0,1304.0,131.0,12.0,153.0,22.0,11.0,0.0,1538.0,0.0,1538.0,0.0,2115.0,2115.0,69.0,18.0,1429.0,26.0,0.0,1.0,8.0,2120.0,289.0,1396.0,883.0,0.0,0.0,0.0,0.0011,44.39,290.0,227.0,211.0,41.0
39049007960,96875.0,1908.0,399.0,12.0,41.0,92.0,54.0,26.0,2646.0,0.0,2646.0,0.0,4593.0,4593.0,183.0,245.0,1767.0,8.0,15.0,24.0,64.0,4613.0,1030.0,3337.0,1765.0,11.0,0.0,0.0,0.0136,46.57,419.0,706.0,365.0,247.0
39049007961,170833.0,2025.0,428.0,93.0,41.0,193.0,37.0,0.0,2917.0,0.0,2917.0,0.0,5484.0,5484.0,126.0,62.0,1925.0,0.0,22.0,10.0,22.0,5495.0,1791.0,3366.0,1724.0,13.0,0.0,0.0,0.0058,82.13,199.0,1574.0,538.0,80.0
39049007962,99643.0,2308.0,210.0,66.0,103.0,44.0,15.0,0.0,3113.0,86.0,3113.0,0.0,5737.0,5737.0,136.0,56.0,1457.0,90.0,207.0,15.0,136.0,5749.0,1712.0,3523.0,2202.0,42.0,0.0,0.0276,0.0068,47.91,360.0,1357.0,464.0,289.0
39049007963,125188.0,1496.0,100.0,63.0,0.0,25.0,61.0,42.0,2157.0,0.0,2157.0,0.0,3859.0,3859.0,0.0,280.0,,0.0,0.0,13.0,0.0,3877.0,878.0,2712.0,1539.0,0.0,0.0,0.0,0.0084,60.19,182.0,710.0,465.0,103.0
39049007964,95400.0,3038.0,278.0,116.0,75.0,60.0,203.0,17.0,3764.0,59.0,3764.0,6.0,6309.0,6309.0,77.0,195.0,1463.0,80.0,75.0,235.0,78.0,6309.0,1534.0,4497.0,2842.0,75.0,0.0016,0.0157,0.0827,45.87,401.0,937.0,576.0,167.0
39049007965,71484.0,2133.0,266.0,0.0,33.0,74.0,17.0,53.0,2440.0,118.0,2440.0,0.0,3730.0,3730.0,77.0,113.0,1372.0,132.0,165.0,134.0,114.0,3730.0,784.0,2363.0,1719.0,126.0,0.0,0.0484,0.078,34.37,302.0,475.0,325.0,117.0
39049007966,87889.0,2893.0,315.0,57.0,119.0,324.0,57.0,45.0,3108.0,51.0,3108.0,0.0,5724.0,5724.0,349.0,275.0,1308.0,34.0,106.0,37.0,503.0,5796.0,1662.0,3592.0,2104.0,26.0,0.0,0.0164,0.0176,42.25,364.0,1209.0,239.0,204.0
39049008001,123871.0,1435.0,130.0,50.0,10.0,19.0,48.0,18.0,1792.0,0.0,1792.0,0.0,3521.0,3521.0,19.0,1.0,1522.0,32.0,0.0,13.0,0.0,3521.0,994.0,2500.0,1264.0,0.0,0.0,0.0,0.0103,59.55,289.0,791.0,464.0,30.0
39049008002,97566.0,1587.0,194.0,97.0,52.0,67.0,25.0,8.0,1878.0,0.0,1878.0,0.0,3559.0,3559.0,61.0,73.0,,0.0,0.0,0.0,0.0,3559.0,1104.0,2271.0,1334.0,12.0,0.0,0.0,0.0,46.91,255.0,887.0,284.0,158.0
39049008110,52979.0,1996.0,191.0,24.0,8.0,36.0,10.0,0.0,2270.0,44.0,2270.0,15.0,4063.0,4063.0,125.0,174.0,994.0,125.0,0.0,28.0,124.0,4063.0,792.0,2794.0,1708.0,181.0,0.0066,0.0194,0.0164,25.47,680.0,780.0,615.0,124.0
39049008120,50852.0,1619.0,220.0,0.0,46.0,14.0,61.0,60.0,1761.0,99.0,1761.0,96.0,3886.0,3886.0,275.0,360.0,1022.0,16.0,15.0,88.0,186.0,3886.0,835.0,2579.0,1551.0,196.0,0.0545,0.0562,0.0567,24.45,877.0,552.0,541.0,109.0
39049008132,67491.0,3534.0,477.0,9.0,142.0,53.0,78.0,124.0,3875.0,163.0,3875.0,9.0,6422.0,6422.0,347.0,248.0,1297.0,16.0,13.0,273.0,202.0,6422.0,1095.0,4800.0,2987.0,171.0,0.0023,0.0421,0.0914,32.45,915.0,912.0,694.0,230.0
39049008163,50707.0,1754.0,163.0,3.0,66.0,87.0,14.0,47.0,1802.0,170.0,1802.0,110.0,3523.0,3523.0,342.0,89.0,1022.0,110.0,38.0,137.0,83.0,3523.0,1059.0,2259.0,1573.0,115.0,0.061,0.0943,0.0871,24.38,724.0,685.0,316.0,207.0
39049008164,61953.0,2470.0,267.0,24.0,0.0,41.0,55.0,45.0,2518.0,93.0,2518.0,0.0,5046.0,5046.0,418.0,338.0,1194.0,118.0,49.0,118.0,227.0,5046.0,1268.0,2894.0,1904.0,99.0,0.0,0.0369,0.062,29.79,726.0,1089.0,538.0,205.0
39049008165,73641.0,1087.0,111.0,12.0,12.0,0.0,15.0,25.0,1201.0,0.0,1201.0,0.0,2043.0,2043.0,72.0,59.0,1322.0,0.0,11.0,35.0,54.0,2043.0,311.0,1464.0,897.0,12.0,0.0,0.0,0.039,35.4,321.0,193.0,382.0,96.0
39049008166,122135.0,2492.0,289.0,54.0,70.0,90.0,9.0,41.0,3091.0,34.0,3091.0,22.0,5261.0,5261.0,269.0,89.0,2026.0,40.0,19.0,29.0,59.0,5261.0,996.0,3826.0,1910.0,26.0,0.0071,0.011,0.0152,58.72,432.0,777.0,602.0,129.0
39049008167,76219.0,1219.0,163.0,19.0,29.0,0.0,0.0,24.0,1570.0,8.0,1570.0,0.0,3139.0,3139.0,114.0,44.0,1387.0,36.0,0.0,56.0,114.0,3139.0,889.0,2013.0,1215.0,8.0,0.0,0.0051,0.0461,36.64,204.0,689.0,297.0,162.0
39049008168,64415.0,1769.0,247.0,75.0,60.0,30.0,7.0,2.0,1863.0,56.0,1863.0,0.0,3706.0,3706.0,112.0,200.0,1363.0,27.0,57.0,7.0,236.0,3706.0,867.0,2611.0,1538.0,56.0,0.0,0.0301,0.0046,30.97,481.0,601.0,432.0,66.0
39049008169,75134.0,2132.0,321.0,18.0,136.0,44.0,15.0,0.0,2443.0,0.0,2443.0,0.0,4363.0,4363.0,229.0,235.0,1275.0,86.0,174.0,0.0,198.0,4385.0,1132.0,3075.0,1956.0,105.0,0.0,0.0,0.0,36.12,928.0,792.0,581.0,185.0
39049008170,100417.0,2048.0,428.0,63.0,27.0,157.0,23.0,24.0,2570.0,57.0,2570.0,43.0,6018.0,6018.0,143.0,183.0,1466.0,43.0,23.0,11.0,122.0,6031.0,1494.0,3933.0,1902.0,65.0,0.0167,0.0222,0.0058,48.28,802.0,1047.0,743.0,174.0
39049008171,60409.0,2212.0,506.0,0.0,32.0,79.0,0.0,0.0,2510.0,23.0,2510.0,0.0,3420.0,3420.0,90.0,72.0,1250.0,183.0,40.0,64.0,318.0,3420.0,619.0,2356.0,1791.0,31.0,0.0,0.0092,0.0357,29.04,92.0,451.0,447.0,192.0
39049008172,87917.0,3259.0,346.0,49.0,94.0,168.0,72.0,0.0,3866.0,323.0,3866.0,0.0,6712.0,6712.0,214.0,197.0,1401.0,19.0,209.0,34.0,296.0,6727.0,1587.0,4450.0,2805.0,202.0,0.0,0.0835,0.0121,42.27,607.0,1137.0,515.0,125.0
39049008210,48947.0,1062.0,47.0,0.0,0.0,111.0,59.0,43.0,1133.0,66.0,1133.0,31.0,2329.0,2329.0,91.0,133.0,958.0,23.0,18.0,10.0,146.0,2329.0,477.0,1581.0,1006.0,123.0,0.0274,0.0583,0.0099,23.53,361.0,425.0,331.0,125.0
39049008230,37148.0,875.0,88.0,0.0,12.0,14.0,17.0,51.0,958.0,100.0,958.0,50.0,3322.0,3322.0,840.0,178.0,1435.0,11.0,58.0,9.0,323.0,3368.0,1408.0,1356.0,819.0,92.0,0.0522,0.1044,0.011,17.86,202.0,1176.0,98.0,400.0
39049008241,48868.0,1333.0,174.0,48.0,0.0,23.0,11.0,4.0,1406.0,5.0,1406.0,3.0,3064.0,3064.0,488.0,70.0,1283.0,117.0,54.0,99.0,209.0,3064.0,803.0,1907.0,1237.0,48.0,0.0021,0.0036,0.08,23.49,395.0,691.0,255.0,305.0
39049008242,82219.0,2434.0,327.0,98.0,67.0,157.0,13.0,11.0,3325.0,0.0,3325.0,0.0,5816.0,5816.0,230.0,79.0,1551.0,43.0,31.0,180.0,413.0,5834.0,1069.0,4311.0,2661.0,46.0,0.0,0.0,0.0676,39.53,468.0,871.0,909.0,404.0
39049008311,45472.0,1428.0,172.0,89.0,50.0,54.0,87.0,25.0,1544.0,204.0,1544.0,56.0,4372.0,4372.0,515.0,66.0,1190.0,157.0,84.0,26.0,213.0,4372.0,1205.0,2332.0,1730.0,404.0,0.0363,0.1321,0.015,21.86,549.0,985.0,411.0,481.0
39049008312,29881.0,1339.0,87.0,27.0,89.0,61.0,26.0,10.0,1417.0,129.0,1417.0,52.0,5085.0,5085.0,733.0,388.0,818.0,147.0,99.0,54.0,351.0,5085.0,1464.0,2921.0,1940.0,401.0,0.0367,0.091,0.0278,14.37,1108.0,1367.0,532.0,548.0
39049008321,59107.0,1317.0,176.0,4.0,0.0,41.0,0.0,11.0,1501.0,104.0,1501.0,25.0,3274.0,3274.0,64.0,113.0,1130.0,14.0,0.0,14.0,156.0,3274.0,793.0,2157.0,1167.0,93.0,0.0167,0.0693,0.012,28.42,472.0,632.0,423.0,201.0
39049008322,58659.0,2497.0,643.0,37.0,0.0,92.0,70.0,13.0,2769.0,26.0,2769.0,0.0,5520.0,5520.0,401.0,229.0,1163.0,73.0,0.0,116.0,163.0,5520.0,1331.0,3813.0,2202.0,58.0,0.0,0.0094,0.0527,28.2,807.0,1282.0,594.0,378.0
39049008330,42679.0,822.0,105.0,0.0,22.0,7.0,0.0,0.0,851.0,42.0,851.0,0.0,1862.0,1862.0,181.0,49.0,1013.0,36.0,41.0,30.0,104.0,1862.0,388.0,1181.0,723.0,55.0,0.0,0.0494,0.0415,20.52,318.0,371.0,243.0,225.0
39049008340,54954.0,1653.0,278.0,0.0,45.0,55.0,23.0,0.0,1946.0,65.0,1949.0,0.0,4592.0,4592.0,290.0,343.0,1097.0,94.0,61.0,45.0,206.0,5054.0,1020.0,3739.0,1687.0,237.0,0.0,0.0334,0.0267,26.42,983.0,810.0,816.0,170.0
39049008350,57115.0,3083.0,524.0,16.0,0.0,0.0,171.0,0.0,3923.0,77.0,3923.0,0.0,7533.0,7533.0,603.0,741.0,1313.0,181.0,81.0,5.0,664.0,7628.0,1664.0,4665.0,3130.0,194.0,0.0,0.0196,0.0016,27.46,827.0,1051.0,716.0,426.0
39049008360,88615.0,3114.0,390.0,26.0,181.0,297.0,27.0,33.0,3664.0,7.0,3664.0,25.0,6576.0,6576.0,375.0,244.0,1418.0,116.0,40.0,0.0,46.0,6824.0,1298.0,4923.0,2436.0,24.0,0.0068,0.0019,0.0,42.6,532.0,928.0,978.0,250.0
39049008380,92065.0,1878.0,273.0,0.0,35.0,8.0,16.0,53.0,2353.0,179.0,2353.0,0.0,4023.0,4023.0,150.0,133.0,1320.0,63.0,31.0,19.0,18.0,5451.0,1098.0,3865.0,1570.0,118.0,0.0,0.0761,0.0121,44.26,720.0,772.0,455.0,238.0
39049008381,64864.0,2056.0,59.0,20.0,0.0,93.0,134.0,41.0,2359.0,0.0,2359.0,10.0,4384.0,4384.0,241.0,317.0,1307.0,48.0,102.0,16.0,22.0,4384.0,896.0,3227.0,1776.0,0.0,0.0042,0.0,0.009,31.18,790.0,609.0,744.0,120.0
39049008382,93549.0,1639.0,116.0,30.0,33.0,64.0,87.0,12.0,1980.0,5.0,1980.0,0.0,3182.0,3182.0,99.0,96.0,1546.0,13.0,14.0,2.0,71.0,3199.0,609.0,2240.0,1301.0,17.0,0.0,0.0025,0.0015,44.98,215.0,424.0,234.0,67.0
39049008400,134750.0,1536.0,97.0,56.0,2.0,9.0,30.0,2.0,2073.0,0.0,2073.0,0.0,3938.0,3938.0,7.0,17.0,1219.0,7.0,10.0,103.0,62.0,3939.0,1111.0,2842.0,1741.0,11.0,0.0,0.0,0.0592,64.78,265.0,805.0,607.0,20.0
39049008500,101686.0,3027.0,244.0,0.0,70.0,83.0,38.0,59.0,3919.0,0.0,3919.0,41.0,5651.0,5651.0,45.0,72.0,1753.0,96.0,99.0,154.0,272.0,5651.0,1316.0,4297.0,2802.0,0.0,0.0105,0.0,0.055,48.89,262.0,714.0,526.0,113.0
39049008710,45069.0,722.0,149.0,20.0,9.0,14.0,27.0,0.0,792.0,35.0,795.0,19.0,2286.0,2286.0,45.0,58.0,983.0,0.0,6.0,24.0,75.0,2286.0,447.0,1698.0,1143.0,138.0,0.0239,0.0442,0.021,21.67,404.0,302.0,672.0,148.0
39049008720,43821.0,1365.0,432.0,1.0,0.0,10.0,0.0,32.0,1529.0,32.0,1533.0,49.0,3601.0,3601.0,287.0,409.0,747.0,8.0,32.0,23.0,134.0,3601.0,525.0,2720.0,1573.0,231.0,0.032,0.0209,0.0146,21.07,841.0,470.0,514.0,188.0
39049008730,34250.0,619.0,44.0,0.0,0.0,80.0,22.0,5.0,674.0,120.0,682.0,98.0,1905.0,1905.0,125.0,184.0,1076.0,80.0,9.0,65.0,201.0,2052.0,456.0,1272.0,784.0,184.0,0.1437,0.178,0.0829,16.47,357.0,373.0,180.0,174.0
39049008811,46667.0,694.0,48.0,6.0,0.0,17.0,6.0,13.0,731.0,52.0,731.0,67.0,1798.0,1798.0,193.0,132.0,967.0,6.0,6.0,7.0,39.0,1798.0,403.0,1304.0,716.0,41.0,0.0917,0.0711,0.0098,22.44,589.0,325.0,299.0,50.0
39049008812,77785.0,1593.0,163.0,1.0,57.0,16.0,63.0,0.0,1710.0,96.0,1710.0,17.0,3247.0,3247.0,159.0,176.0,1363.0,62.0,0.0,46.0,106.0,3247.0,721.0,2522.0,1328.0,105.0,0.0099,0.0561,0.0346,37.4,686.0,565.0,597.0,118.0
