GEOID,median_income,total_commuters,commute_30_34min,commute_35_39min,commute_40_44min,commute_45_59min,commute_60_89min,commute_90plus_min,workers_16plus,workers_no_vehicle,commute_mode_total,transit_commuters,disability_pop,medicaid_total,medicaid_below_poverty,medicaid_above_poverty,median_gross_rent,rent_burden_35_39pct,rent_burden_40_49pct,rent_burden_50plus_pct,rent_burden_not_computed,total_population,school_enrollment_public,educational_attainment_base,total_households,households_no_vehicle,pct_transit_commuters,pct_no_vehicle,pct_rent_burdened_severe,hourly_wage_estimate,disability_actual,school_age_pop_5_17,elderly_65plus,single_parent_hh
39049008813,61667.0,918.0,146.0,0.0,39.0,12.0,7.0,0.0,952.0,0.0,952.0,28.0,2238.0,2238.0,239.0,143.0,1368.0,27.0,23.0,59.0,69.0,2238.0,532.0,1471.0,916.0,29.0,0.0294,0.0,0.0644,29.65,323.0,446.0,417.0,161.0
39049008821,52917.0,854.0,61.0,0.0,29.0,58.0,0.0,37.0,971.0,0.0,971.0,10.0,2573.0,2573.0,50.0,70.0,1136.0,0.0,36.0,27.0,81.0,2582.0,307.0,1935.0,1079.0,0.0,0.0103,0.0,0.025,25.44,667.0,275.0,512.0,193.0
39049008822,36437.0,1671.0,270.0,51.0,0.0,0.0,0.0,14.0,1771.0,44.0,1771.0,47.0,3931.0,3931.0,186.0,399.0,771.0,165.0,14.0,107.0,252.0,4056.0,795.0,2920.0,1864.0,384.0,0.0265,0.0248,0.0574,17.52,976.0,660.0,779.0,277.0
39049008825,77328.0,2690.0,242.0,27.0,59.0,96.0,31.0,26.0,3117.0,212.0,3117.0,0.0,6288.0,6288.0,167.0,328.0,1468.0,0.0,18.0,15.0,93.0,6288.0,1215.0,4566.0,2269.0,158.0,0.0,0.068,0.0066,37.18,1348.0,794.0,920.0,369.0
39049008900,108212.0,2105.0,294.0,0.0,23.0,28.0,23.0,10.0,2231.0,13.0,2660.0,20.0,5076.0,5076.0,26.0,52.0,1144.0,18.0,19.0,79.0,85.0,5111.0,2265.0,2662.0,1659.0,69.0,0.0075,0.0058,0.0476,52.02,520.0,834.0,612.0,195.0
39049009000,159091.0,1087.0,19.0,10.0,9.0,25.0,21.0,39.0,1378.0,0.0,1413.0,0.0,3360.0,3360.0,14.0,21.0,1370.0,25.0,22.0,17.0,32.0,3367.0,1117.0,2168.0,1132.0,35.0,0.0,0.0,0.015,76.49,191.0,890.0,519.0,83.0
39049009100,190729.0,1485.0,60.0,59.0,21.0,42.0,18.0,0.0,2332.0,12.0,2332.0,0.0,4636.0,4636.0,9.0,28.0,1411.0,21.0,63.0,0.0,55.0,4636.0,1457.0,3023.0,1669.0,123.0,0.0,0.0051,0.0,91.7,368.0,1153.0,612.0,86.0
39049009220,41875.0,872.0,94.0,22.0,22.0,44.0,7.0,28.0,1005.0,49.0,1005.0,59.0,2643.0,2643.0,344.0,209.0,1117.0,84.0,39.0,7.0,199.0,2645.0,521.0,1670.0,1015.0,139.0,0.0587,0.0488,0.0069,20.13,449.0,374.0,338.0,384.0
39049009230,51667.0,2448.0,712.0,65.0,0.0,77.0,52.0,0.0,2698.0,215.0,2698.0,137.0,5935.0,5935.0,511.0,257.0,1101.0,183.0,203.0,185.0,357.0,5938.0,1338.0,3774.0,2276.0,458.0,0.0508,0.0797,0.0813,24.84,807.0,1171.0,656.0,449.0
39049009240,67917.0,895.0,83.0,12.0,8.0,24.0,0.0,18.0,1069.0,37.0,1069.0,7.0,2116.0,2116.0,150.0,114.0,1318.0,23.0,0.0,7.0,37.0,2116.0,420.0,1604.0,813.0,78.0,0.0065,0.0346,0.0086,32.65,261.0,244.0,276.0,170.0
39049009250,60518.0,885.0,115.0,43.0,6.0,0.0,12.0,0.0,995.0,30.0,995.0,55.0,2379.0,2379.0,168.0,346.0,1200.0,13.0,6.0,3.0,37.0,2379.0,532.0,1617.0,845.0,55.0,0.0553,0.0302,0.0036,29.1,490.0,474.0,352.0,87.0
39049009251,43984.0,347.0,84.0,17.0,0.0,0.0,8.0,3.0,448.0,22.0,448.0,11.0,857.0,857.0,45.0,41.0,1106.0,123.0,42.0,37.0,96.0,882.0,206.0,573.0,455.0,42.0,0.0246,0.0491,0.0813,21.15,170.0,209.0,120.0,126.0
39049009252,41698.0,1247.0,119.0,0.0,14.0,24.0,190.0,0.0,1390.0,177.0,1390.0,144.0,2648.0,2648.0,169.0,168.0,1104.0,58.0,87.0,144.0,332.0,2648.0,467.0,1879.0,1636.0,326.0,0.1036,0.1273,0.088,20.05,395.0,350.0,343.0,202.0
39049009311,60862.0,919.0,230.0,8.0,0.0,11.0,78.0,0.0,1174.0,0.0,1174.0,13.0,2693.0,2693.0,133.0,218.0,1295.0,0.0,58.0,14.0,139.0,2693.0,460.0,2038.0,1196.0,84.0,0.0111,0.0,0.0117,29.26,714.0,378.0,630.0,55.0
39049009312,47019.0,1259.0,33.0,51.0,0.0,32.0,16.0,30.0,1401.0,58.0,1401.0,0.0,3094.0,3094.0,115.0,165.0,1072.0,120.0,36.0,112.0,192.0,3094.0,531.0,1954.0,1290.0,101.0,0.0,0.0414,0.0868,22.61,433.0,410.0,324.0,197.0
39049009321,55111.0,1022.0,101.0,16.0,11.0,48.0,23.0,7.0,1082.0,8.0,1082.0,17.0,3156.0,3156.0,250.0,334.0,1221.0,27.0,0.0,12.0,49.0,3156.0,619.0,2295.0,942.0,37.0,0.0157,0.0074,0.0127,26.5,827.0,595.0,495.0,168.0
39049009322,59161.0,1238.0,82.0,22.0,0.0,40.0,37.0,11.0,1558.0,11.0,1558.0,51.0,3728.0,3728.0,474.0,207.0,1395.0,15.0,16.0,0.0,155.0,3728.0,1078.0,2252.0,1440.0,105.0,0.0327,0.0071,0.0,28.44,500.0,1033.0,744.0,238.0
39049009323,40720.0,1294.0,135.0,43.0,0.0,50.0,41.0,73.0,1387.0,143.0,1388.0,54.0,3678.0,3678.0,295.0,319.0,1001.0,83.0,94.0,206.0,217.0,3678.0,1042.0,2430.0,1645.0,305.0,0.0389,0.1031,0.1252,19.58,580.0,849.0,389.0,319.0
39049009325,26313.0,1439.0,55.0,0.0,0.0,23.0,0.0,0.0,1518.0,75.0,1528.0,10.0,4871.0,4871.0,701.0,493.0,925.0,97.0,262.0,198.0,381.0,4946.0,1255.0,3340.0,2090.0,536.0,0.0065,0.0494,0.0947,12.65,1188.0,1106.0,918.0,433.0
39049009326,50357.0,1328.0,117.0,0.0,15.0,59.0,0.0,0.0,1358.0,99.0,1358.0,38.0,2123.0,2123.0,167.0,104.0,1062.0,59.0,21.0,74.0,323.0,2123.0,316.0,1523.0,990.0,169.0,0.028,0.0729,0.0747,24.21,259.0,234.0,211.0,193.0
39049009332,65444.0,1138.0,102.0,22.0,57.0,65.0,51.0,0.0,1484.0,46.0,1484.0,0.0,4017.0,4017.0,557.0,99.0,1521.0,77.0,90.0,62.0,374.0,4017.0,1055.0,2548.0,1656.0,120.0,0.0,0.031,0.0374,31.46,467.0,959.0,783.0,438.0
39049009334,48342.0,1228.0,116.0,0.0,37.0,198.0,16.0,30.0,1331.0,11.0,1331.0,92.0,2936.0,2936.0,75.0,138.0,1540.0,6.0,9.0,90.0,149.0,2936.0,731.0,2029.0,1231.0,85.0,0.0691,0.0083,0.0731,23.24,476.0,563.0,497.0,163.0
39049009336,69792.0,1280.0,111.0,17.0,0.0,10.0,0.0,133.0,1453.0,0.0,1453.0,123.0,2264.0,2264.0,2.0,27.0,1233.0,95.0,55.0,12.0,242.0,2264.0,311.0,1683.0,1308.0,6.0,0.0847,0.0,0.0092,33.55,402.0,186.0,310.0,112.0
39049009337,56944.0,1797.0,207.0,0.0,0.0,82.0,13.0,0.0,2052.0,58.0,2052.0,0.0,4731.0,4731.0,422.0,310.0,1029.0,44.0,69.0,57.0,275.0,4731.0,1580.0,2961.0,1668.0,105.0,0.0,0.0283,0.0342,27.38,727.0,1300.0,550.0,424.0
39049009340,34920.0,1329.0,209.0,0.0,34.0,56.0,0.0,13.0,1506.0,122.0,1506.0,95.0,3088.0,3088.0,354.0,265.0,1171.0,169.0,66.0,117.0,396.0,3152.0,657.0,2160.0,1494.0,262.0,0.0631,0.081,0.0783,16.79,617.0,598.0,321.0,85.0
39049009350,62192.0,1386.0,241.0,0.0,16.0,39.0,9.0,10.0,1510.0,169.0,1511.0,90.0,2907.0,2907.0,110.0,65.0,1299.0,98.0,67.0,30.0,176.0,2907.0,542.0,2043.0,1285.0,245.0,0.0596,0.1119,0.0233,29.9,471.0,458.0,355.0,162.0
39049009361,60558.0,1733.0,387.0,125.0,0.0,55.0,0.0,16.0,2294.0,62.0,2302.0,16.0,5402.0,5402.0,163.0,168.0,1151.0,90.0,85.0,164.0,346.0,5489.0,840.0,4336.0,2919.0,313.0,0.007,0.027,0.0562,29.11,1136.0,443.0,1897.0,66.0
39049009372,68438.0,2241.0,337.0,60.0,12.0,25.0,0.0,62.0,2620.0,312.0,2620.0,37.0,5045.0,5045.0,561.0,479.0,1420.0,171.0,168.0,59.0,89.0,5051.0,1005.0,3133.0,1829.0,102.0,0.0141,0.1191,0.0323,32.9,734.0,821.0,498.0,501.0
39049009373,74154.0,3143.0,311.0,46.0,68.0,112.0,68.0,67.0,3354.0,21.0,3354.0,29.0,7476.0,7476.0,976.0,354.0,1630.0,57.0,5.0,211.0,139.0,7476.0,1812.0,3960.0,2249.0,51.0,0.0086,0.0063,0.0938,35.65,1492.0,1563.0,402.0,599.0
39049009381,51250.0,2875.0,330.0,12.0,209.0,173.0,113.0,57.0,3206.0,105.0,3206.0,21.0,7096.0,7096.0,660.0,462.0,1378.0,210.0,49.0,158.0,427.0,7096.0,2175.0,3888.0,2739.0,192.0,0.0066,0.0328,0.0577,24.64,787.0,1732.0,823.0,523.0
39049009382,54688.0,1297.0,348.0,102.0,49.0,32.0,16.0,4.0,1519.0,76.0,1519.0,29.0,3008.0,3008.0,155.0,120.0,1162.0,0.0,9.0,78.0,63.0,3008.0,547.0,2328.0,1635.0,191.0,0.0191,0.05,0.0477,26.29,637.0,352.0,573.0,232.0
39049009383,53769.0,1292.0,145.0,0.0,127.0,112.0,0.0,48.0,1524.0,100.0,1529.0,55.0,2720.0,2720.0,91.0,141.0,956.0,19.0,141.0,28.0,76.0,2729.0,292.0,2054.0,1289.0,92.0,0.036,0.0656,0.0217,25.85,430.0,375.0,304.0,100.0
39049009384,66902.0,1326.0,279.0,24.0,0.0,38.0,0.0,31.0,1614.0,214.0,1618.0,63.0,2611.0,2611.0,75.0,272.0,1211.0,104.0,34.0,0.0,61.0,2634.0,377.0,2071.0,1262.0,161.0,0.0389,0.1326,0.0,32.16,372.0,312.0,363.0,103.0
39049009385,84871.0,1489.0,207.0,38.0,16.0,70.0,72.0,9.0,1996.0,65.0,1996.0,0.0,3869.0,3869.0,49.0,108.0,1266.0,36.0,23.0,82.0,175.0,3869.0,704.0,2804.0,1835.0,146.0,0.0,0.0326,0.0447,40.8,568.0,534.0,917.0,302.0
39049009386,44450.0,1168.0,252.0,10.0,38.0,10.0,0.0,0.0,1303.0,11.0,1303.0,0.0,3065.0,3065.0,303.0,136.0,1185.0,161.0,48.0,70.0,272.0,3065.0,899.0,1583.0,1232.0,11.0,0.0,0.0084,0.0568,21.37,488.0,799.0,168.0,445.0
39049009390,97158.0,3243.0,981.0,179.0,24.0,61.0,73.0,0.0,3827.0,82.0,3827.0,0.0,8201.0,8201.0,621.0,404.0,1139.0,0.0,0.0,0.0,0.0,8201.0,1793.0,5475.0,2880.0,144.0,0.0,0.0214,0.0,46.71,576.0,1455.0,1250.0,241.0
39049009391,60081.0,2213.0,218.0,66.0,38.0,140.0,32.0,0.0,2639.0,75.0,2639.0,0.0,4739.0,4739.0,275.0,136.0,1150.0,50.0,122.0,65.0,416.0,4751.0,1118.0,3197.0,2204.0,185.0,0.0,0.0284,0.0295,28.89,490.0,882.0,472.0,345.0
39049009392,51133.0,1324.0,131.0,66.0,118.0,76.0,8.0,3.0,1674.0,0.0,1674.0,1.0,3523.0,3523.0,157.0,152.0,1355.0,32.0,35.0,233.0,248.0,3523.0,881.0,2410.0,1456.0,169.0,0.0006,0.0,0.16,24.58,369.0,779.0,461.0,271.0
39049009393,42031.0,1381.0,123.0,52.0,68.0,16.0,20.0,5.0,1498.0,141.0,1498.0,124.0,3948.0,3948.0,397.0,215.0,1134.0,75.0,86.0,122.0,296.0,3948.0,868.0,2614.0,1590.0,370.0,0.0828,0.0941,0.0767,20.21,729.0,734.0,662.0,271.0
39049009394,85046.0,882.0,75.0,8.0,6.0,39.0,19.0,24.0,1060.0,13.0,1060.0,21.0,2076.0,2076.0,94.0,98.0,1507.0,24.0,32.0,0.0,15.0,2076.0,404.0,1571.0,884.0,21.0,0.0198,0.0123,0.0,40.89,366.0,310.0,466.0,47.0
39049009395,93021.0,2041.0,143.0,94.0,48.0,81.0,46.0,0.0,2353.0,0.0,2353.0,0.0,4951.0,4951.0,238.0,87.0,1562.0,60.0,0.0,0.0,0.0,4951.0,779.0,3800.0,2235.0,20.0,0.0,0.0,0.0,44.72,687.0,662.0,1478.0,311.0
39049009396,44356.0,1503.0,55.0,98.0,21.0,37.0,40.0,0.0,1625.0,150.0,1627.0,72.0,2992.0,2992.0,299.0,134.0,1028.0,145.0,101.0,99.0,280.0,2992.0,903.0,1674.0,1354.0,175.0,0.0443,0.0923,0.0731,21.32,585.0,685.0,241.0,297.0
39049009397,52189.0,1300.0,239.0,0.0,31.0,0.0,0.0,103.0,1463.0,6.0,1464.0,103.0,2804.0,2804.0,267.0,288.0,1217.0,61.0,83.0,130.0,120.0,2942.0,545.0,2169.0,1277.0,126.0,0.0704,0.0041,0.1018,25.09,570.0,379.0,372.0,203.0
39049009401,85781.0,2526.0,388.0,124.0,127.0,0.0,26.0,31.0,2774.0,18.0,2774.0,89.0,4987.0,4987.0,293.0,317.0,1383.0,60.0,12.0,37.0,211.0,4987.0,923.0,3567.0,1942.0,18.0,0.0321,0.0065,0.0191,41.24,464.0,611.0,417.0,205.0
39049009403,88000.0,989.0,290.0,89.0,18.0,41.0,78.0,0.0,1324.0,25.0,1324.0,52.0,3279.0,3279.0,396.0,138.0,1160.0,0.0,79.0,0.0,34.0,3284.0,1346.0,1706.0,964.0,25.0,0.0393,0.0189,0.0,42.31,280.0,1268.0,136.0,244.0
39049009404,99917.0,1344.0,209.0,6.0,50.0,84.0,0.0,0.0,1725.0,0.0,1725.0,0.0,2992.0,2992.0,50.0,30.0,1250.0,0.0,66.0,0.0,41.0,3149.0,456.0,2553.0,1359.0,28.0,0.0,0.0,0.0,48.04,651.0,313.0,1004.0,93.0
39049009405,142744.0,1583.0,248.0,165.0,68.0,114.0,162.0,6.0,2187.0,0.0,2187.0,5.0,4036.0,4036.0,38.0,28.0,1964.0,0.0,0.0,0.0,13.0,4082.0,988.0,2953.0,1617.0,8.0,0.0023,0.0,0.0,68.63,525.0,808.0,786.0,111.0
39049009410,83411.0,1299.0,216.0,46.0,66.0,0.0,10.0,0.0,1438.0,0.0,1438.0,22.0,2815.0,2815.0,26.0,57.0,1600.0,0.0,9.0,8.0,124.0,2815.0,793.0,2096.0,1016.0,44.0,0.0153,0.0,0.0079,40.1,451.0,487.0,529.0,26.0
39049009420,55658.0,2487.0,336.0,75.0,13.0,51.0,28.0,0.0,2680.0,286.0,2680.0,193.0,6024.0,6024.0,832.0,204.0,1161.0,0.0,52.0,92.0,300.0,6024.0,1562.0,3805.0,2154.0,222.0,0.072,0.1067,0.0427,26.76,640.0,1321.0,772.0,369.0
39049009440,94426.0,2234.0,412.0,117.0,51.0,112.0,27.0,56.0,2497.0,130.0,2497.0,18.0,4929.0,4929.0,367.0,73.0,1105.0,20.0,18.0,20.0,273.0,4929.0,1362.0,3329.0,1828.0,110.0,0.0072,0.0521,0.0109,45.4,442.0,1060.0,735.0,217.0
39049009495,71513.0,2086.0,340.0,39.0,25.0,83.0,0.0,8.0,2489.0,59.0,2489.0,38.0,5804.0,5804.0,487.0,138.0,1136.0,69.0,28.0,10.0,142.0,5804.0,1963.0,3473.0,2073.0,58.0,0.0153,0.0237,0.0048,34.38,550.0,1446.0,687.0,329.0
39049009497,90625.0,941.0,176.0,53.0,137.0,41.0,4.0,7.0,1097.0,24.0,1099.0,0.0,2090.0,2090.0,2.0,19.0,1236.0,24.0,75.0,29.0,31.0,2102.0,412.0,1642.0,839.0,74.0,0.0,0.0219,0.0346,43.57,248.0,258.0,475.0,16.0
39049009498,62480.0,1343.0,193.0,72.0,0.0,15.0,23.0,24.0,1500.0,56.0,1500.0,0.0,3659.0,3659.0,506.0,110.0,1105.0,113.0,16.0,12.0,161.0,3659.0,982.0,2364.0,1569.0,322.0,0.0,0.0373,0.0076,30.04,602.0,863.0,500.0,422.0
39049009520,82548.0,1946.0,265.0,32.0,26.0,83.0,92.0,6.0,2151.0,15.0,2151.0,0.0,4805.0,4805.0,276.0,206.0,1373.0,22.0,0.0,0.0,71.0,4805.0,1129.0,3292.0,1925.0,164.0,0.0,0.007,0.0,39.69,784.0,714.0,715.0,222.0
39049009590,74337.0,2265.0,100.0,48.0,43.0,69.0,41.0,54.0,2662.0,16.0,2662.0,0.0,5603.0,5603.0,299.0,158.0,1438.0,2.0,17.0,73.0,23.0,5603.0,1169.0,3909.0,2079.0,87.0,0.0,0.006,0.0351,35.74,921.0,930.0,1192.0,327.0
39049009600,65590.0,2083.0,394.0,78.0,124.0,97.0,0.0,38.0,2350.0,18.0,2350.0,21.0,5110.0,5110.0,466.0,319.0,1152.0,191.0,98.0,109.0,141.0,5110.0,1122.0,3489.0,2241.0,131.0,0.0089,0.0077,0.0486,31.53,890.0,887.0,687.0,382.0
39049009711,70769.0,2288.0,228.0,33.0,33.0,15.0,0.0,40.0,2449.0,0.0,2449.0,33.0,4742.0,4742.0,448.0,244.0,1204.0,64.0,72.0,63.0,146.0,4874.0,1089.0,3324.0,2000.0,73.0,0.0135,0.0,0.0315,34.02,913.0,824.0,1007.0,293.0
39049009712,72361.0,1138.0,49.0,12.0,119.0,21.0,9.0,0.0,1259.0,0.0,1259.0,0.0,2739.0,2739.0,152.0,111.0,1322.0,97.0,9.0,0.0,16.0,2739.0,702.0,1916.0,1220.0,23.0,0.0,0.0,0.0,34.79,199.0,538.0,635.0,158.0
39049009751,131604.0,2601.0,397.0,204.0,108.0,119.0,133.0,0.0,3295.0,14.0,3295.0,0.0,6306.0,6306.0,90.0,51.0,1747.0,39.0,16.0,0.0,161.0,6369.0,1595.0,4482.0,2500.0,45.0,0.0,0.0042,0.0,63.27,874.0,1246.0,1245.0,57.0
39049009752,109403.0,3353.0,435.0,72.0,187.0,90.0,57.0,19.0,4048.0,0.0,4048.0,0.0,6608.0,6608.0,220.0,107.0,2248.0,21.0,21.0,23.0,0.0,6608.0,1174.0,4986.0,2674.0,38.0,0.0,0.0,0.0086,52.6,644.0,1078.0,919.0,110.0
39049009753,100729.0,2529.0,526.0,57.0,16.0,0.0,0.0,0.0,2957.0,168.0,2957.0,0.0,5555.0,5555.0,13.0,45.0,1393.0,0.0,0.0,0.0,0.0,5555.0,883.0,4137.0,2396.0,163.0,0.0,0.0568,0.0,48.43,781.0,680.0,1442.0,156.0
39049009754,147768.0,1836.0,372.0,11.0,101.0,14.0,73.0,48.0,2349.0,27.0,2349.0,0.0,4025.0,4025.0,88.0,42.0,1711.0,0.0,13.0,10.0,0.0,4078.0,1001.0,2797.0,1410.0,26.0,0.0,0.0115,0.0071,71.04,244.0,697.0,521.0,17.0
39049009755,117409.0,2681.0,764.0,21.0,89.0,107.0,0.0,36.0,3658.0,99.0,3658.0,0.0,7953.0,7953.0,93.0,75.0,1598.0,22.0,35.0,27.0,162.0,7982.0,1822.0,5567.0,3060.0,120.0,0.0,0.0271,0.0088,56.45,845.0,1452.0,1825.0,43.0
39049009756,73977.0,1404.0,114.0,12.0,0.0,17.0,9.0,0.0,1552.0,42.0,1552.0,0.0,2434.0,2434.0,162.0,151.0,1144.0,85.0,16.0,37.0,113.0,2434.0,397.0,1455.0,1105.0,68.0,0.0,0.0271,0.0335,35.57,257.0,265.0,365.0,51.0
39049009757,82629.0,2151.0,330.0,120.0,42.0,16.0,17.0,0.0,2437.0,0.0,2437.0,0.0,4633.0,4633.0,236.0,45.0,1297.0,56.0,63.0,68.0,237.0,4633.0,815.0,3358.0,1947.0,30.0,0.0,0.0,0.0349,39.73,768.0,582.0,816.0,324.0
39049009801,99750.0,1298.0,248.0,62.0,41.0,54.0,16.0,37.0,1609.0,13.0,1609.0,0.0,3458.0,3458.0,211.0,23.0,,0.0,0.0,0.0,0.0,3458.0,827.0,2386.0,1346.0,13.0,0.0,0.0081,0.0,47.96,341.0,617.0,684.0,30.0
39049009802,86903.0,1679.0,317.0,211.0,67.0,73.0,18.0,31.0,1824.0,6.0,1824.0,0.0,3665.0,3665.0,164.0,208.0,2126.0,17.0,0.0,7.0,0.0,3665.0,570.0,2726.0,1469.0,27.0,0.0,0.0033,0.0048,41.78,543.0,493.0,658.0,65.0
39049009900,42269.0,1109.0,189.0,29.0,20.0,0.0,42.0,0.0,1302.0,41.0,1302.0,44.0,1910.0,1910.0,46.0,50.0,1052.0,169.0,77.0,89.0,241.0,1944.0,513.0,1250.0,1039.0,93.0,0.0338,0.0315,0.0857,20.32,154.0,311.0,117.0,194.0
39049010000,70169.0,2649.0,233.0,85.0,8.0,86.0,15.0,48.0,3444.0,21.0,3446.0,0.0,6749.0,6749.0,124.0,80.0,1658.0,68.0,199.0,341.0,470.0,6749.0,1740.0,4389.0,2891.0,84.0,0.0,0.0061,0.118,33.74,549.0,1040.0,906.0,487.0
39049010100,73800.0,581.0,61.0,0.0,22.0,2.0,5.0,11.0,924.0,10.0,959.0,7.0,1394.0,1394.0,18.0,14.0,1388.0,24.0,38.0,23.0,75.0,1394.0,163.0,1177.0,792.0,31.0,0.0073,0.0108,0.029,35.48,256.0,74.0,307.0,20.0
39049010201,54977.0,2301.0,185.0,157.0,105.0,47.0,0.0,0.0,2709.0,100.0,2709.0,0.0,5189.0,5189.0,229.0,152.0,1231.0,63.0,199.0,89.0,257.0,5189.0,909.0,3831.0,2632.0,212.0,0.0,0.0369,0.0338,26.43,651.0,671.0,686.0,117.0
39049010202,92284.0,2486.0,259.0,40.0,0.0,103.0,68.0,19.0,3150.0,0.0,3150.0,0.0,6027.0,6027.0,309.0,255.0,1077.0,0.0,28.0,27.0,0.0,6027.0,2367.0,3364.0,1935.0,162.0,0.0,0.0,0.014,44.37,535.0,1576.0,407.0,221.0
39049010203,65445.0,2309.0,429.0,62.0,106.0,25.0,51.0,0.0,2509.0,161.0,2541.0,33.0,4562.0,4562.0,312.0,188.0,1373.0,120.0,58.0,94.0,384.0,4562.0,1006.0,3064.0,2091.0,180.0,0.013,0.0642,0.045,31.46,328.0,658.0,201.0,467.0
39049010204,53973.0,3710.0,345.0,0.0,85.0,46.0,73.0,61.0,4096.0,291.0,4096.0,57.0,6773.0,6773.0,270.0,226.0,1295.0,145.0,96.0,66.0,459.0,6807.0,1762.0,4694.0,3161.0,177.0,0.0139,0.071,0.0209,25.95,828.0,1019.0,484.0,392.0
39049010300,61582.0,1007.0,100.0,47.0,77.0,37.0,4.0,11.0,1084.0,59.0,1084.0,21.0,2390.0,2390.0,175.0,50.0,1246.0,66.0,52.0,11.0,98.0,2396.0,706.0,1308.0,859.0,58.0,0.0194,0.0544,0.0128,29.61,224.0,628.0,166.0,285.0
39049010401,215884.0,765.0,164.0,25.0,10.0,118.0,37.0,7.0,1221.0,0.0,1221.0,0.0,2480.0,2480.0,16.0,17.0,,0.0,0.0,0.0,0.0,2480.0,842.0,1555.0,807.0,19.0,0.0,0.0,0.0,103.79,142.0,719.0,290.0,25.0
39049010402,175476.0,1647.0,253.0,133.0,44.0,18.0,14.0,47.0,2639.0,29.0,2639.0,10.0,5527.0,5527.0,90.0,57.0,1444.0,66.0,15.0,5.0,156.0,5686.0,1729.0,3864.0,1881.0,131.0,0.0038,0.011,0.0027,84.36,360.0,1084.0,1115.0,72.0
39049010501,154671.0,1654.0,289.0,34.0,8.0,60.0,16.0,20.0,2628.0,24.0,2628.0,0.0,4660.0,4660.0,0.0,53.0,1746.0,48.0,13.0,21.0,83.0,4717.0,1229.0,3328.0,1787.0,40.0,0.0,0.0091,0.0118,74.36,127.0,913.0,703.0,72.0
39049010502,132652.0,1437.0,269.0,25.0,0.0,212.0,29.0,0.0,1907.0,257.0,1907.0,0.0,3336.0,3336.0,11.0,0.0,1476.0,12.0,62.0,39.0,11.0,3336.0,908.0,2444.0,1483.0,261.0,0.0,0.1348,0.0263,63.78,171.0,645.0,400.0,55.0
39049010601,145735.0,2667.0,434.0,58.0,65.0,54.0,29.0,11.0,3445.0,0.0,3445.0,0.0,5905.0,5905.0,83.0,115.0,1762.0,57.0,10.0,43.0,69.0,5905.0,1992.0,3719.0,1960.0,16.0,0.0,0.0,0.0219,70.06,272.0,1497.0,280.0,241.0
39049010602,110175.0,2661.0,295.0,56.0,15.0,48.0,29.0,31.0,3258.0,16.0,3258.0,0.0,6308.0,6308.0,102.0,135.0,1160.0,73.0,26.0,106.0,128.0,6391.0,1628.0,4395.0,2431.0,223.0,0.0,0.0049,0.0436,52.97,884.0,1281.0,980.0,55.0
39049010700,52500.0,654.0,72.0,7.0,0.0,48.0,4.0,7.0,852.0,14.0,852.0,40.0,1248.0,1248.0,0.0,52.0,1148.0,91.0,17.0,88.0,86.0,1254.0,225.0,1003.0,776.0,58.0,0.0469,0.0164,0.1134,25.24,163.0,147.0,131.0,80.0
39049010900,72854.0,1728.0,210.0,0.0,19.0,74.0,24.0,17.0,2597.0,37.0,2597.0,0.0,5021.0,5021.0,84.0,74.0,1691.0,37.0,168.0,108.0,82.0,5127.0,849.0,3639.0,2312.0,40.0,0.0,0.0142,0.0467,35.03,689.0,607.0,700.0,142.0
39049980000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
