GEOID,affected_workers_estimate,lost_wages_annual,transit_dependent_population_estimate,healthcare_annual,forced_drive_commuters_estimate,environment_annual,education_annual,ht_burdened_households_estimate,forgone_affordability_annual,cost_of_inaction_annual,annual_cost_year_1,annual_cost_year_2,annual_cost_year_3,annual_cost_year_4,annual_cost_year_5,cumulative_delay_1yr_cost,cumulative_delay_3yr_cost,cumulative_delay_5yr_cost,safety_warning_score,displacement_risk_score
39049008168,56.0,24971.57,134.93888166449935,10644.84,55.61,20780.41,23014.88,91.0,0.0,79411.7,81560.41,83777.57,86065.58,88426.94,90864.24,81560.41,251403.56,430694.74,4.63,40.41
39049008169,0.0,0.0,235.39110429447854,20969.7,0.0,0.0,32721.54,260.0,0.0,53691.24,55027.53,56411.01,57843.62,59327.43,60864.58,55027.53,169282.16,289474.17,0.0,48.24
39049008170,57.0,79510.31,206.1067297581493,16331.11,57.0,21329.68,40516.97,77.0,0.0,157688.07,162225.28,166912.12,171753.9,176756.11,181924.45,162225.28,500891.3,859571.86,14.84,33.58
39049008171,23.0,9035.69,59.19597989949749,4148.66,22.96,8588.48,16179.38,287.0,0.0,37952.21,38864.01,39802.98,40770.05,41766.17,42792.35,38864.01,119437.04,203995.56,0.0,52.44
39049008172,323.0,272720.88,484.4399286987523,41665.84,319.71,119393.02,43301.86,262.0,0.0,477081.6,492006.24,507430.2,523370.89,539846.39,556875.39,492006.24,1522807.33,2619529.11,0.0,41.24
39049008210,66.0,79446.55,284.758449304175,30815.9,62.97,23347.37,18119.12,123.0,0.0,151728.94,156697.4,161842.78,167171.7,172691.02,178407.88,156697.4,485711.88,836810.78,15.98,43.58
39049008230,100.0,66049.85,378.3345543345543,38589.92,98.47,36735.21,48309.18,92.0,1130966.7,1320650.86,1360126.24,1400808.47,1442735.07,1485944.8,1530477.59,1360126.24,4203669.78,7220092.17,0.0,49.93
39049008241,5.0,1515.74,118.89409862570736,9683.52,4.99,1866.31,27144.5,270.0,1108514.14,1148724.21,1182840.84,1217981.66,1254177.65,1291460.69,1329863.64,1182840.84,3655000.15,6276324.48,5.4,61.46
39049008242,0.0,0.0,100.85080796692972,7431.61,0.0,0.0,32856.26,254.0,0.0,40287.87,41016.57,41765.05,42534.04,43324.31,44136.66,41016.57,125315.66,212776.63,4.19,42.47
39049008311,204.0,208681.44,1020.9757225433527,148678.46,198.53,73892.72,45417.9,404.0,1591846.36,2068516.88,2132658.98,2198843.18,2267136.18,2337606.94,2410326.71,2132658.98,6598638.34,11346571.99,0.0,56.84
39049008312,129.0,54188.11,1051.0747422680413,150232.19,127.68,47681.03,64939.65,401.0,3326429.38,3643470.36,3753891.58,3867716.33,3985051.31,4106006.6,4230695.84,3753891.58,11606659.22,19943361.66,0.0,58.95
39049008321,104.0,39739.71,260.91002570694087,24677.14,102.94,38442.08,25976.37,93.0,0.0,128835.3,132609.43,136509.98,140541.54,144708.9,149017.01,132609.43,409660.95,703386.86,0.0,37.4
39049008322,26.0,18318.46,145.39509536784743,11384.14,25.97,9715.58,50091.49,189.0,0.0,89509.67,91507.09,93563.29,95680.33,97860.34,100105.56,91507.09,280750.71,478716.61,5.24,45.05
39049008330,42.0,7763.18,141.64591977869986,13740.98,41.14,15331.98,15778.57,107.0,359919.23,412533.94,424794.21,437427.61,450445.69,463860.39,477684.02,424794.21,1312667.51,2254211.92,0.0,54.41
39049008340,65.0,32962.35,710.0165975103735,82936.86,64.58,24135.23,35841.38,237.0,0.0,175875.82,181795.14,187943.03,194328.9,200962.56,207854.24,181795.14,564067.07,972883.87,9.24,50.15
39049008350,77.0,44512.59,472.78977635782746,40602.64,75.43,28111.12,40980.75,267.0,0.0,154207.1,158786.71,163526.53,168432.69,173511.56,178769.74,158786.71,490745.93,843027.23,5.17,45.11
39049008360,25.0,30433.66,67.23152709359606,4747.85,24.94,9327.82,34274.89,156.0,0.0,78784.22,80707.55,82688.53,84729.12,86831.33,88997.23,80707.55,248125.2,423953.76,0.0,37.93
39049008380,179.0,169489.51,409.69299363057326,37254.57,179.0,66982.7,30845.2,118.0,0.0,304571.98,314225.28,324207.95,334531.75,345208.88,356251.98,314225.28,972964.98,1674425.84,17.75,38.38
39049008381,10.0,10282.76,10.0,725.58,9.94,3715.36,23793.44,166.0,0.0,38517.14,39288.09,40078.86,40890.05,41722.28,42576.21,39288.09,120257.0,204555.49,5.23,45.32
39049008382,5.0,5702.28,41.80092236740969,2869.36,4.99,1866.31,15080.64,29.0,0.0,25518.59,26074.92,26647.38,27236.53,27842.96,28467.28,26074.92,79958.83,136269.07,0.0,31.75
39049008400,0.0,0.0,24.88742102240092,1700.33,0.0,0.0,29063.6,120.0,0.0,30763.93,31189.21,31622.11,32062.85,32511.64,32968.69,31189.21,94874.17,160354.5,0.0,30.17
39049008500,41.0,35459.14,41.0,2651.63,38.59,14271.04,24864.67,349.0,0.0,77246.48,79262.03,81338.88,83479.06,85684.68,87957.91,79262.03,244079.97,417722.56,0.0,42.08
39049008710,35.0,20079.01,276.0,31448.26,33.8,12561.11,13602.13,138.0,223427.25,301117.76,310415.77,320012.95,329919.28,340145.09,350701.06,310415.77,960348.0,1651194.15,9.85,40.86
39049008720,49.0,26197.39,528.8181818181819,64027.26,47.78,17790.47,21270.61,231.0,0.0,129285.73,133783.87,138457.95,143315.22,148363.28,153610.03,133783.87,415557.04,717530.35,20.04,42.74
39049008730,120.0,79055.38,481.59183673469386,71354.13,113.88,42179.8,17462.77,184.0,1619937.3,1829989.38,1885829.42,1943397.62,2002748.29,2063937.5,2127023.09,1885829.42,5831975.33,10022935.92,33.68,63.05
39049008811,67.0,27623.05,102.95810055865923,9943.81,66.23,24726.59,14423.85,41.0,1974.08,78691.38,80956.13,83294.17,85708.04,88200.39,90773.98,80956.13,249958.34,428932.71,9.34,40.25
39049008812,96.0,73753.71,256.72816265060237,25230.13,92.32,34281.98,24166.27,108.0,0.0,157432.09,162295.87,167326.0,172528.51,177909.67,183475.98,162295.87,502150.38,863536.03,8.1,41.77
39049008813,28.0,11512.35,70.853711790393,5796.87,27.77,10374.42,17943.82,109.0,0.0,45627.46,46765.94,47939.32,49148.84,50395.73,51681.32,46765.94,143854.1,245931.15,0.0,47.99
39049008821,10.0,8823.87,10.0,779.58,9.89,3692.89,11543.78,63.0,0.0,24840.12,25414.88,26006.01,26614.01,27239.45,27882.88,25414.88,78034.9,133157.23,7.48,43.35
39049008822,47.0,11322.76,835.5708154506437,121093.71,46.16,17211.46,31831.09,384.0,1523057.26,1704516.28,1756865.77,1810860.44,1866553.25,1923998.93,1983254.01,1756865.77,5434279.46,9341532.4,12.32,57.34
39049008825,212.0,152357.3,437.85985015425297,41818.12,211.19,78968.29,33776.39,158.0,0.0,306920.1,316513.94,326433.33,336689.88,347295.68,358263.24,316513.94,979637.15,1685196.07,15.84,34.38
39049008900,20.0,12980.46,212.5732368896926,17031.35,19.74,7367.9,31988.65,116.0,0.0,69368.36,71157.15,73005.54,74915.81,76890.33,78931.57,71157.15,219078.5,374900.4,0.0,34.97
39049009000,0.0,0.0,104.10335689045935,7837.13,0.0,0.0,33015.17,64.0,0.0,40852.3,41601.15,42370.63,43161.5,43974.58,44810.69,41601.15,127133.28,215918.55,3.71,25.76
39049009100,12.0,13513.27,341.65847813061714,29935.48,11.85,4422.98,44548.19,123.0,0.0,92419.92,94885.13,97436.7,100078.07,102812.85,105644.78,94885.13,292399.9,500857.53,0.0,20.15
39049009220,59.0,40532.98,362.2216748768473,42678.65,58.17,21706.56,16818.43,139.0,806757.98,928494.6,956781.02,985945.58,1016016.08,1047021.17,1078990.47,956781.02,2958742.68,5084754.32,0.0,53.62
39049009230,215.0,137306.37,1194.9050966608083,159907.91,212.81,79472.11,52617.17,571.0,0.0,429303.56,443923.35,459092.4,474832.5,491166.33,508117.53,443923.35,1377848.25,2377132.11,0.0,66.48
39049009240,37.0,21443.11,203.0110701107011,20114.85,36.81,13760.44,10108.47,78.0,0.0,65426.87,67547.86,69745.91,72023.99,74385.23,76832.84,67547.86,209317.76,360535.83,0.0,37.79
39049009250,55.0,20521.02,154.84615384615387,14374.24,54.23,20236.32,19822.24,55.0,0.0,74953.82,77062.67,79241.27,81492.16,83817.97,86221.45,77062.67,237796.1,407835.52,0.0,37.48
39049009251,22.0,11068.58,81.41538461538461,8385.3,21.03,7800.28,9077.13,202.0,838107.6,874438.89,900650.79,927653.71,955471.65,984129.35,1013652.31,900650.79,2783776.15,4781557.81,0.0,89.45
39049009252,177.0,192397.6,527.6577017114914,70344.16,176.33,65933.42,15724.48,326.0,1571034.52,1915434.18,1974301.65,2035004.65,2097601.33,2162151.69,2228717.68,1974301.65,6106907.63,10497777.0,9.77,60.18
39049009311,13.0,14442.53,189.14046822742475,18742.15,12.95,4842.27,16658.81,84.0,0.0,54685.76,56355.61,58086.53,59880.95,61741.4,63670.52,56355.61,174323.09,299735.01,0.0,42.89
39049009312,58.0,26927.14,242.2434108527132,22509.27,57.89,21654.5,16612.0,268.0,461883.78,549586.69,566139.28,583202.05,600791.06,618922.86,637614.54,566139.28,1750132.39,3006669.79,0.0,61.08
39049009321,17.0,10279.65,123.96178343949045,11028.69,16.96,6343.22,25499.41,39.0,0.0,53150.97,54471.62,55834.84,57242.2,58695.37,60196.06,54471.62,167548.66,286440.09,0.0,40.72
39049009322,51.0,29943.08,271.83333333333337,25525.1,50.41,18820.29,42855.36,105.0,8190.95,125334.78,128761.92,132302.73,135961.41,139742.34,143650.03,128761.92,397026.06,680418.43,14.2,37.56
39049009323,143.0,134459.27,681.9392097264437,88343.11,141.73,52941.67,38055.31,383.0,1521430.61,1835229.97,1891334.61,1949190.71,2008854.06,2070382.27,2133834.81,1891334.61,5849379.38,10053596.46,0.0,66.64
39049009325,75.0,4467.88,1268.447846889952,209331.8,71.27,26404.49,55545.87,557.0,7674908.72,7970658.76,8211808.99,8460320.51,8716420.32,8980342.51,9252328.48,8211808.99,25388549.82,43621220.81,27.73,72.15
39049009326,99.0,28037.61,362.4111111111111,44198.06,98.5,36821.6,10162.15,169.0,0.0,119219.42,123232.13,127393.17,131708.36,136183.75,140825.66,123232.13,382333.66,659343.07,8.61,54.45
39049009332,46.0,44419.06,291.0869565217391,27413.1,45.94,17186.51,39946.48,229.0,0.0,128965.15,132662.43,136486.12,140440.98,144531.92,148764.06,132662.43,409589.53,702885.51,0.0,50.7
39049009334,92.0,95110.61,202.72948822095856,18816.88,91.71,34296.38,23309.5,105.0,896112.58,1067645.95,1099842.08,1133024.12,1167222.63,1202469.14,1238796.15,1099842.08,3400088.83,5841354.12,0.0,47.54
39049009336,123.0,188684.63,123.0,9001.06,123.0,46027.22,7229.71,162.0,0.0,250942.62,259189.07,267714.69,276529.12,285642.36,295064.71,259189.07,803432.88,1384139.95,5.08,48.47
39049009337,58.0,21030.31,297.8147482014388,27049.23,57.26,21372.13,53478.6,170.0,0.0,122930.27,126059.59,129290.51,132626.82,136072.46,139631.53,126059.59,387976.92,663680.91,6.83,47.04
39049009340,122.0,41570.99,552.760374832664,69574.28,119.51,44538.78,26557.27,352.0,3720877.25,3903118.57,4020762.87,4141979.44,4266877.59,4395570.04,4528172.99,4020762.87,12429619.9,21353362.93,0.0,66.72
39049009350,169.0,92395.54,554.2529182879377,72586.08,167.92,62756.07,20545.53,245.0,0.0,248283.22,256598.89,265216.9,274148.87,283406.83,293003.32,256598.89,795964.66,1372374.81,0.0,52.82
39049009361,62.0,43556.88,588.5772524837273,65344.78,59.79,22213.97,20037.23,339.0,0.0,151152.86,156413.66,161876.91,167550.82,173443.92,179565.13,156413.66,485841.39,838850.44,20.0,49.21
39049009372,312.0,214750.27,281.6850738108256,24797.05,312.0,116751.96,33338.79,398.0,0.0,389638.07,401589.06,413931.11,426677.55,439842.22,453439.42,401589.06,1242197.72,2135479.36,0.0,59.11
39049009373,29.0,27150.78,169.53134726545133,13495.11,28.8,10762.02,62727.28,273.0,0.0,114135.19,116714.53,119370.21,122104.9,124921.39,127822.54,116714.53,358189.64,610933.57,12.11,47.24
39049009381,105.0,99383.53,497.4194961664841,44682.27,104.33,38990.84,69218.71,417.0,1656378.5,1908653.85,1965639.73,2024362.91,2084877.17,2147238.0,2211502.62,1965639.73,6074879.81,10433620.43,0.0,54.79
39049009382,76.0,59358.45,351.39327217125384,39209.52,75.9,28394.77,15660.8,191.0,0.0,142623.54,147363.31,152275.2,157365.79,162641.94,168110.76,147363.31,457004.3,787757.0,0.0,42.8
39049009383,100.0,105914.24,194.77734678045,17690.82,99.11,37021.44,15105.46,188.0,0.0,175731.96,181341.85,187142.62,193141.03,199344.08,205759.04,181341.85,561625.5,966728.62,0.0,53.49
39049009384,214.0,164104.12,336.03328050713156,36375.88,213.44,79828.78,13152.38,161.0,0.0,293461.16,302995.27,312855.85,323054.53,333603.35,344514.81,302995.27,938905.65,1617023.81,7.62,46.9
39049009385,65.0,84637.87,307.833242506812,30076.26,64.83,24247.1,22679.88,146.0,0.0,161641.11,166835.2,172212.3,177779.2,183542.93,189510.83,166835.2,516826.7,889880.46,0.0,40.8
39049009386,11.0,2975.99,27.366071428571427,2054.66,10.92,4080.03,31459.33,279.0,1411173.8,1451743.81,1494755.16,1539051.44,1584671.21,1631654.15,1680041.14,1494755.16,4618477.81,7930173.1,0.0,63.12
39049009390,82.0,88837.05,410.05,33363.64,80.85,30169.76,55431.47,144.0,0.0,207801.92,213832.0,220065.31,226509.26,233171.55,240060.17,213832.0,660406.57,1133638.29,0.0,29.14
39049009391,75.0,43625.48,398.790834845735,36910.76,74.9,28020.67,35114.86,237.0,0.0,143671.77,147981.54,152442.07,157059.08,161838.54,166786.65,147981.54,457482.69,786107.88,0.0,47.41
39049009392,1.0,660.98,408.9196428571429,42519.33,0.98,365.5,32350.55,300.0,1253322.84,1329219.2,1369152.73,1410306.06,1452716.97,1496424.48,1541468.79,1369152.73,4232175.76,7270069.03,0.0,60.65
39049009393,141.0,58683.75,918.7169811320755,138114.36,139.2,51955.99,34989.78,370.0,2151666.32,2435410.2,2509948.04,2586811.47,2666074.54,2747813.75,2832108.08,2509948.04,7762834.05,13342755.88,0.0,59.49
39049009394,21.0,23864.1,49.31674208144796,3961.72,20.81,7773.34,12517.23,56.0,0.0,48116.39,49474.45,50876.43,52323.85,53818.3,55361.42,49474.45,152674.73,261854.45,0.0,38.48
39049009395,0.0,0.0,44.304250559284114,3423.21,0.0,0.0,26822.3,60.0,0.0,30245.51,30721.42,31208.13,31705.99,32215.37,32736.67,30721.42,93635.54,158587.58,0.0,32.98
39049009396,150.0,61262.34,386.70605612998526,43510.3,148.28,55359.5,29905.31,345.0,763353.42,953390.87,982136.47,1011771.15,1042323.02,1073821.13,1106295.43,982136.47,3036230.64,5216347.2,17.56,67.39
39049009397,103.0,113171.41,290.283476898982,29879.29,100.44,37397.98,16208.2,274.0,393939.87,590596.75,608849.96,627682.57,647113.39,667161.88,687848.14,608849.96,1883645.92,3238655.94,8.09,62.2
39049009401,89.0,71102.51,89.0,6205.28,88.43,33048.59,22318.04,109.0,0.0,132674.42,136536.28,140521.67,144634.77,148879.88,153261.48,136536.28,421692.72,723834.08,6.53,36.84
39049009403,52.0,93737.9,85.16597510373444,6367.24,51.93,19427.41,47360.97,79.0,0.0,166893.52,171514.89,176282.94,181202.67,186279.22,191517.94,171514.89,529000.5,906797.66,0.0,40.55
39049009404,0.0,0.0,64.88005886681383,5408.16,0.0,0.0,13230.94,66.0,0.0,18639.1,19041.24,19456.23,19884.6,20326.88,20783.63,19041.24,58382.07,99492.58,0.0,34.57
39049009405,5.0,18392.89,20.19542362399505,1459.3,5.0,1871.02,30978.35,8.0,0.0,52701.56,53829.5,54988.55,56179.72,57404.05,58662.62,53829.5,164997.77,281064.44,0.0,23.26
39049009410,22.0,13436.97,121.90944881889764,10237.71,21.94,8205.79,19489.52,44.0,0.0,51369.99,52740.0,54155.14,55617.07,57127.54,58688.35,52740.0,162512.21,278328.1,0.0,32.81
39049009420,286.0,105747.87,620.8579387186629,61878.54,283.45,105879.61,54150.43,222.0,0.0,327656.45,337438.96,347550.28,358002.34,368807.51,379978.65,337438.96,1042991.58,1791777.74,0.0,43.3
39049009440,130.0,190131.78,296.60284463894965,25414.38,130.0,48646.65,41427.57,110.0,0.0,305620.38,315131.94,324964.24,335128.58,345636.68,356500.67,315131.94,975224.76,1677362.11,5.24,33.67
39049009495,59.0,30294.34,162.38880849011093,12418.85,55.5,20522.06,54934.43,107.0,0.0,118169.68,120961.09,123835.51,126795.76,129844.8,132985.7,120961.09,371592.36,634422.86,0.0,38.39
39049009497,24.0,36835.77,185.39690107270562,17848.44,23.99,8976.1,10575.94,128.0,0.0,74236.25,76680.0,79212.14,81836.05,84555.22,87373.29,76680.0,237728.19,409656.7,0.0,48.52
39049009498,56.0,43548.41,750.9228808158063,104853.93,55.14,20570.52,40160.57,322.0,0.0,209133.43,216372.24,223895.37,231714.62,239842.32,248291.31,216372.24,671982.23,1160115.86,0.0,46.08
39049009520,15.0,17022.17,409.36103896103896,39708.61,14.97,5599.72,29701.96,164.0,0.0,92032.46,94911.54,97899.66,101001.3,104221.15,107564.08,94911.54,293812.5,505597.73,0.0,33.26
39049009590,16.0,13927.73,234.4689754689755,20218.78,15.98,5978.24,38365.93,92.0,0.0,78490.68,80497.84,82572.27,84716.56,86933.43,89225.68,80497.84,247786.67,423945.78,6.92,38.25
39049009600,21.0,19766.75,298.71039714413206,26820.83,20.85,7791.25,36485.99,398.0,0.0,90864.82,93396.21,96016.24,98728.41,101536.32,104443.74,93396.21,288140.86,494120.92,6.83,55.24
39049009711,33.0,16254.56,177.90099999999998,15195.59,32.66,12196.6,34158.1,199.0,0.0,77804.85,79772.37,81803.12,83899.42,86063.71,88298.49,79772.37,245474.91,419837.11,0.0,44.78
39049009712,0.0,0.0,51.63688524590164,3892.12,0.0,0.0,20666.65,106.0,0.0,24558.77,24981.92,25415.92,25861.17,26318.07,26787.06,24981.92,76259.01,129364.14,0.0,42.46
39049009751,14.0,29928.94,114.64200000000001,8686.9,14.0,5238.87,48234.0,55.0,0.0,92088.71,94236.91,96449.59,98728.98,101077.41,103497.29,94236.91,289415.48,493990.18,0.0,27.03
39049009752,0.0,0.0,93.90575916230367,6741.05,0.0,0.0,39964.78,65.0,0.0,46705.83,47488.75,48291.08,49113.5,49956.72,50821.49,47488.75,144893.33,245671.54,0.0,30.0
39049009753,168.0,83190.04,377.9069282136895,35126.81,168.0,62866.44,28265.61,163.0,0.0,209448.9,215852.11,222471.71,229315.52,236391.62,243708.41,215852.11,667639.34,1147739.37,0.0,28.66
39049009754,27.0,60959.03,75.19716312056737,5307.08,27.0,10103.54,25099.08,26.0,0.0,101468.73,104394.89,107416.4,110536.57,113758.79,117086.62,104394.89,322347.86,553193.27,0.0,23.18
39049009755,99.0,138726.28,313.01960784313724,25379.89,98.81,36961.15,56719.81,120.0,0.0,257787.13,265389.31,273244.09,281360.42,289747.54,298415.07,265389.31,819993.82,1408156.43,5.23,29.56
39049009756,42.0,10310.07,149.7846153846154,12860.65,41.63,15550.43,10342.34,138.0,0.0,49063.49,50515.94,52018.27,53572.36,55180.15,56843.68,50515.94,156106.57,268130.4,0.0,46.35
39049009757,0.0,0.0,71.38674884437596,5546.82,0.0,0.0,23274.45,187.0,0.0,28821.27,29350.17,29893.65,30452.27,31026.58,31617.18,29350.17,89696.09,152339.85,0.0,42.36
39049009801,13.0,19869.22,33.39821693907876,2397.44,13.0,4864.66,23177.08,13.0,0.0,50308.4,51511.45,52750.07,54025.45,55338.82,56691.45,51511.45,158286.97,270317.24,0.0,28.7
39049009802,6.0,8639.9,67.36215112321308,5137.12,6.0,2245.23,19186.5,27.0,0.0,35208.75,36028.69,36873.77,37744.92,38643.07,39569.2,36028.69,110647.38,188859.65,10.23,32.91
39049009900,44.0,17405.29,174.00577478344562,16050.24,43.83,16388.94,12176.8,335.0,1360440.46,1422461.73,1465162.23,1509152.96,1554473.11,1601163.12,1649264.63,1465162.23,4528788.3,7779216.05,21.19,74.83
39049010000,21.0,12888.71,196.09685230024215,15037.57,21.0,7858.31,39500.16,608.0,0.0,75284.75,77083.01,78938.1,80852.15,82827.35,84865.99,77083.01,236873.26,404566.6,0.0,57.66
39049010100,10.0,6454.03,54.563131313131315,4622.88,8.21,2962.48,3021.22,85.0,0.0,17060.61,17604.85,18168.64,18752.73,19357.91,19984.98,17604.85,54526.22,93869.11,6.59,44.3
39049010201,100.0,38305.51,417.95896656534956,38445.23,99.87,37362.14,26766.4,351.0,0.0,140879.28,145205.26,149683.22,154318.94,159118.42,164087.91,145205.26,449207.42,772413.75,0.0,50.88
39049010202,0.0,0.0,504.5860465116279,45481.5,0.0,0.0,61135.95,162.0,0.0,106617.45,109397.75,112278.95,115265.31,118361.26,121571.43,109397.75,336942.01,576874.7,0.0,33.19
39049010203,161.0,100433.6,392.7116212338594,35701.83,160.39,59973.13,25599.44,272.0,0.0,221708.0,228636.28,235801.06,243210.87,250874.58,258801.39,228636.28,707648.21,1217324.18,0.0,48.99
39049010204,291.0,140903.39,381.1575450806706,32018.68,286.93,107070.0,39463.05,307.0,251767.82,571222.94,588298.74,605911.18,624077.75,642816.54,662146.26,588298.74,1818287.67,3123250.47,4.97,46.96
39049010300,59.0,42590.16,161.77881257275902,14385.72,58.32,21773.44,25004.45,129.0,0.0,103753.77,106736.17,109817.09,113000.04,116288.67,119686.78,106736.17,329553.3,565528.75,0.0,52.03
39049010401,0.0,0.0,58.38909541511772,4192.26,0.0,0.0,25963.31,19.0,0.0,30155.57,30655.78,31168.22,31693.32,32231.51,32783.27,30655.78,93517.32,158532.1,2.94,11.31
39049010402,29.0,68320.05,395.9946836788942,34543.27,29.0,10851.95,42116.9,131.0,0.0,155832.17,160554.52,165443.36,170505.01,175746.04,181173.27,160554.52,496502.89,853422.2,0.0,22.72
39049010501,24.0,33642.71,105.58477895914942,7498.74,24.0,8980.92,32717.99,82.0,0.0,82840.36,84972.44,87171.24,89439.08,91778.37,94191.62,84972.44,261582.76,447552.75,0.0,25.04
39049010502,257.0,589605.67,587.1180040458529,68617.91,257.0,96170.68,26564.87,261.0,0.0,780959.13,807406.18,834778.38,863108.81,892431.76,922782.75,807406.18,2505293.37,4320507.88,0.0,33.37
39049010601,0.0,0.0,48.204081632653065,3215.53,0.0,0.0,52485.28,110.0,0.0,55700.81,56475.33,57263.92,58066.97,58884.86,59718.02,56475.33,171806.22,290409.1,0.0,27.41
39049010602,16.0,14014.82,586.2579185520362,56491.15,15.79,5892.86,52121.72,223.0,0.0,128520.55,132325.95,136274.11,140370.94,144622.65,149035.68,132325.95,408971.0,702629.33,0.0,37.2
39049010700,40.0,21519.43,93.72680412371135,8488.68,38.98,14512.12,5855.8,196.0,4785.03,55161.06,56872.85,58642.42,60471.82,62363.19,64318.75,56872.85,175987.09,302669.03,0.0,65.16
39049010900,37.0,24038.26,88.70242214532873,6607.77,37.0,13845.58,23146.59,313.0,0.0,67638.2,69400.79,71218.19,73092.29,75025.06,77018.52,69400.79,213711.27,365754.85,0.0,48.37
39049980000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.03
